DDC,Title,description
24,The Power of Positive Thinking,"In this phenomenal bestseller, ¡°written with the sole objective of helping the reader achieve a happy, satisfying, and worthwhile life,¡± Dr. Peale demonstrates the power of faith in action. With the practical techniques outlined in this book, you can energize your life¡ªand give yourself the initiative needed to carry out your ambitions and hopes. You¡¯ll learn how to: ¡¤ Believe in yourself and in everything you do ¡¤ Build new power and determination ¡¤ Develop the power to reach your goals ¡¤ Break the worry habit and achieve a relaxed life ¡¤ Improve your personal and professional relationships ¡¤ Assume control over your circumstances ¡¤ Be kind to yourself"
24,Confessions,"Garry Wills¡¯s complete translation of Saint Augustine¡¯s spiritual masterpiece¡ªavailable now for the first time Garry Wills is an exceptionally gifted translator and one of our best writers on religion today. His bestselling translations of individual chapters of Saint Augustine¡¯s Confessions have received widespread and glowing reviews. Now for the first time, Wills¡¯s translation of the entire work is being published as a Penguin Classics Deluxe Edition. Removed by time and place but not by spiritual relevance, Augustine¡¯s Confessions continues to influence contemporary religion, language, and thought. Reading with fresh, keen eyes, Wills brings his superb gifts of analysis and insight to this ambitious translation of the entire book. ¡°[Wills] renders Augustine¡¯s famous and influential text in direct language with all the spirited wordplay and poetic strength intact.¡±¡ªLos Angeles Times¡°[Wills¡¯s] translations . . . are meant to bring Augustine straight into our own minds; and they succeed. Well-known passages, over which my eyes have often gazed, spring to life again from Wills¡¯s pages.¡±¡ªPeter Brown, The New York Review of Books¡°Augustine flourishes in Wills¡¯s hand.¡±¡ªJames Wood¡°A masterful synthesis of classical philosophy and scriptural erudition.¡±¡ªChicago Tribune"
24,The Screwtape Letters,"A milestone in the history of popular theology, The Screwtape Letters is an iconic classic on spiritual warfare and the dynamics of temptation.This profound and striking narrative takes the form of a series of letters from Screwtape, a devil high in the Infernal Civil Service, to his nephew Wormwood, a junior colleague engaged in his first mission on earth, trying to secure the damnation of a young man who has just become a Christian. Although the young man initially looks to be a willing victim, he changes his ways and is ""lost"" to the young devil.Dedicated to Lewis's friend and colleague J. R. R. Tolkien, The Screwtape Letters is a timeless classic on spiritual conflict and the psychology of temptation which are part of our religious experience"
24,The Pilgrim's Progress,"Bunyan's allegory uses the everyday world of common experience as a metaphor for the spiritual journey of the soul toward God. The hero, Christian, encounters many obstacles in his quest: the Valley of the Shadow of Death, Vanity Fair, Doubting Castle, the Wicket Gate, as well as those who tempt him from his path (e.g., Talkative, Mr. Worldly Wiseman, the Giant Despair). But in the end he reaches Beulah Land, where he awaits the crossing of the river of death and his entry into the heavenly city. ""Pilgrim's Progress"" was enormously influential not only as a best-selling inspirational tract in the late 17th century, but as an ancestor of the 18th-century English novel, and many of its themes and ideas have entered permanently into Western culture."
24,Imitation of Christ,Classic Christian devotional
24,Novels (Screwtape Letters / Screwtape Proposes a Toast),"This engaging correspondence between two devils is one of Lewis¡¯s most brilliant imaginative creations and has sold millions of copies worldwide A TIMELESS CLASSIC ON ¡®HELL¡¯S LATEST NOVELTIES AND HEAVEN¡¯S UNANSWERABLE ANSWER¡¯. Screwtape is an experienced devil. His nephew Wormwood is just at the start of his demonic career, and has been assigned to secure the damnation of a young man who has just become a Christian. In this humorous exchange, C.S. Lewis delves into moral questions about good v. evil, temptation, repentance and grace. Through this wonderful tale, the reader emerges with a better knowledge of what it means to live a good, honest life. ¡°If wit and wisdom, style and scholarship are requisites to passage through the pearly gates, Mr. Lewis will be among the angels.¡±"
24,The Four Loves,The novel based on the The Four Loves radio talks by C. S. Lewis.
24,A Grief Observed,"Written after his wife's tragic death as a way of surviving the ""mad midnight moment,"" A Grief Observed is C.S. Lewis's honest reflection on the fundamental issues of life, death, and faith in the midst of loss. This work contains his concise, genuine reflections on that period: ""Nothing will shake a man -- or at any rate a man like me -- out of his merely verbal thinking and his merely notional beliefs. He has to be knocked silly before he comes to his senses. Only torture will bring out the truth. Only under torture does he discover it himself."" This is a beautiful and unflinchingly homest record of how even a stalwart believer can lose all sense of meaning in the universe, and how he can gradually regain his bearings."
24,The Purpose-Driven Life,"This book will help you understand why you are alive and God's amazing plan for you- both here and now, and for eternity. Rick Warren will guide you through a personal 40-day spiritual journey that will transform your answer to life's most important question: What on earth am I here for? Knowing God's purpose for creating you will reduce your stress, focus your energy, simplify your decisions, give meaning to your life, and, most important, prepare you for eternity. The Purpose-Driven Life is a blueprint for Christian living in the 21st century-a lifestyle based on God's eternal purposes, not cultural values. Using over 1,200 scriptural quotes and references, it challenges the conventional definitions of worship, fellowship, discipleship, ministry, and evangelism. In the tradition of Oswald Chambers, Rick Warren offers distilled wisdom on the essence of what life is all about. This is a book of hope and challenge that you will read and re-read, and it will be a classic treasured by generations to come."
24,The pursuit of God,"A masterly study of the inner life by a heart thirsting after God. Here is a book for every child of God, pastor, missionary, and Christian. It deals with the deep things of God and the riches of His grace."
