DDC,Title,description
055,Arbella :,"An extraordinary life lost in history: the compelling biography of Arbella Stuart spans both Tudor and Stuart courts, and encompasses espionage, a clandestine marriage, imprisonment and eventual death in the Tower of London.Arbella Stuart was the niece of Mary Queen of Scots and first cousin to James VI of Scotland. Acknowledged as her heir by Elizabeth I, Arbella’s right to the English throne was equaled only by James. Kept under close supervision by her grandmother, but still surrounded by plots -- most of them Roman Catholic in origin -- she became an important pawn in the struggle for succession, particularly during the long, tense period when Elizabeth I lay dying. Her fate was sealed however when, upon James’s succession and having been invited back to court, Arbella made a treasonous marriage for which she was forced to flee England. She was intercepted off the coast of Calais and escorted to the Tower, where she died some years later, alone and, most probably, from starvation.For fans of historical biography, Arbella is possibly the most romantic heroine of them all. Hers was a story just waiting to be told."
055,Auditor's guide to information systems auditing /,
055,Auditor's guide to IT auditing /,"""Step-by-step guide to successful implementation and control of IT systems--including the CloudMany auditors are unfamiliar with the techniques they need to know to efficiently and effectively determine whether information systems are adequately protected. Now in a Second Edition, Auditor's Guide to IT Auditing presents an easy, practical guide for auditors that can be applied to all computing environments. Follows the approach used by the Information System Audit and Control Association's model curriculum, making this book a practical approach to IS auditing Serves as an excellent study guide for those preparing for the CISA and CISM exams Includes discussion of risk evaluation methodologies, new regulations, SOX, privacy, banking, IT governance, CobiT, outsourcing, network management, and the Cloud As networks and enterprise resource planning systems bring resources together, and as increasing privacy violations threaten more organization, information systems integrity becomes more important than ever. Auditor's Guide to IT Auditing, Second Edition empowers auditors to effectively gauge the adequacy and effectiveness of information systems controls""--"
055,Big data analytics :,
055,Big data analytics for entrepreneurial success /,"""This book addresses the issue of big data analytics from a practical angle for entrepreneurs with a pedagogical explanation of the operation of its main methods and concrete demonstrations of their use. It also builds a common set of concepts, terms, references, methods, applications and approaches in this area""--"
055,Big data in practice :,"""The best-selling author of Big Data is back, this time with a unique and in-depth insight into how specific companies use big data. Big data is on the tip of everyone's tongue. Everyone understands its power and importance, but many fail to grasp the actionable steps and resources required to utilise it effectively. This book fills the knowledge gap by showing how major companies are using big data every day, from an up-close, on-the-ground perspective. From technology, media and retail, to sport teams, government agencies and financial institutions, learn the actual strategies and processes being used to learn about customers, improve manufacturing, spur innovation, improve safety and so much more. Organised for easy dip-in navigation, each chapter follows the same structure to give you the information you need quickly. For each company profiled, learn what data was used, what problem it solved and the processes put it place to make it practical, as well as the technical details, challenges and lessons learned from each unique scenario. Learn how predictive analytics helps Amazon, Target, John Deere and Apple understand their customers Discover how big data is behind the success of Walmart, LinkedIn, Microsoft and more Learn how big data is changing medicine, law enforcement, hospitality, fashion, science and banking Develop your own big data strategy by accessing additional reading materials at the end of each chapter ""--"
055,The blue ants :,
055,China phoenix :,
055,China's hinterland in the leap forward /,
055,La Chine :,
055,A Companion to Shakespeare /,"This Companion to Shakespeare is for students and teachers of Shakespeare, indeed for anyone with an interest in his plays. It offers a remarkably innovative and comprehensive picture of the theatrical, literary, intellectual, and social worlds in which Shakespeare wrote and in which his plays were produced. Each individual essay stands as an authoritative account of the state of knowledge in its field, and in their totality the essays provide a new and compelling portrait of the historical conditions, both imaginative and institutional, that enabled (and in some cases inhibited) Shakespeare's great art."
055,Conquest of China /,
055,Contemporary China and the Chinese /,
055,The defense of Quemoy and the free world.,
055,"Dynastic politics and the British reformations, 1558-1630 /","""Dynastic Politics and the British Reformations, 1558-1630 revisits what used to be regarded as an entirely 'mainstream' topic in the historiography of the later sixteenth and early seventeenth centuries - namely, the link between royal dynastic politics and the outcome of the process usually referred to as 'the Reformation'. As everyone knows, the principal mode of transacting so much of what constituted public political activity in the early modern period, and especially of securing something like political obedience if not exactly stability, was through the often distinctly un-modern management of the crown's dynastic rights, via the line of royal succession and in particular through matching into other royal and princely families. Dynastically, the states of Europe resembled a vast sexual chess board on which the trick was to preserve, advance, and then match (to advantage) one's own most powerful pieces. This process and practice were, obviously, not unique to the sixteenth and seventeenth centuries. But the changes in religion generated by the discontents of western Christendom in the Reformation period made dynastic politics ideologically fraught in a way which had not been the case previously, in that certain modes of religious thought were now taken to reflect on, critique, and hinder this mode of exercising monarchical authority, sometimes even to the extent of defining who had the right to be king or queen.""--"
055,Egypt's culture wars :,"""This work presents original research on cultural politics and battles in Egypt at the turn of the twenty-first century. It deconstructs the boundaries between ""high"" and ""low"" culture, drawing on conceptual tools in cultural studies, translation studies and gender studies to analyse debates in the fields of literature, cinema, mass media and the plastic arts. Anchored in the Egyptian historical and social contexts and inspired by the influential work of Pierre Bourdieu, it rigorously places these debates and battles within the larger framework of a set of questions about the relationship between the cultural and political fields in Egypt."" ""Egypt's Culture Wars is a valuable contribution to the often neglected and ignored subject of cultural politics and battles for representation in Egypt. Detailed and insightful, this innovative interdisciplinary volume allows us to understand what has been happening in the sphere of public debate in Egypt. As such, it will be of interest to scholars and students from the literary field, cultural studies, political science, Middle East studies, sociology and gender studies.""--BOOK JACKET."
055,Eight months behind the bamboo curtain :,
055,Elizabeth and Essex :,
055,Elizabeth and Mary :,"The political and religious conflicts between Queen Elizabeth I and the doomed Mary, Queen of Scots, have for centuries captured our imagination and inspired memorable dramas played out on stage, screen, and in opera. But few books have brought to life more vividly the exquisite texture of two women’s rivalry, spurred on by the ambitions and machinations of the forceful men who surrounded them. The drama has terrific resonance even now as women continue to struggle in their bid for executive power.Against the backdrop of sixteenth-century England, Scotland, and France, Dunn paints portraits of a pair of protagonists whose formidable strengths were placed in relentless opposition. Protestant Elizabeth, the bastard daughter of Anne Boleyn, whose legitimacy had to be vouchsafed by legal means, glowed with executive ability and a visionary energy as bright as her red hair. Mary, the Catholic successor whom England’s rivals wished to see on the throne, was charming, feminine, and deeply persuasive. That two such women, queens in their own right, should have been contemporaries and neighbours sets in motion a joint biography of rare spark and page-turning power."
055,Elizabeth I /,
055,Elizabeth I and her age :,
055,Elizabethan people :,
055,Eminent Elizabethans /,
055,Full range leadership in the university classroom :,
055,The future of indirect taxation :,
055,How to behave badly in Elizabethan England :,
055,Implementing J. D. Edwards OneWorld /,
055,Information technology auditing /,
055,Inside Egypt :,
055,Islam without fear :,
055,JMP connections :,"MP Connections is the small- and medium-sized business owner's guide to exceeding customer expectations by getting more out of your data using JMP. Uniquely bifunctional, this book is divided into two parts: the first half of the book shows you what JMP can do for you. You'll discover how to wring every last drop of insight out of your data, and let JMP parse reams of raw numbers into actionable insight that leads to better strategic decisions. You'll also discover why it works so well; clear explanations break down the Connectivity platform and metrics in business terms to demystify data analysis and JMP while giving you a macro view of the benefits that come from optimal implementation. The second half of the book is for your technical team, demonstrating how to implement specific solutions relating to data set development and data virtualization. In the end, your organization reduces Full Time Equivalents while increasing productivity and competitiveness."
055,Life in Shakespeare's England :,
055,Life in Shakespeare`s England :,
055,Long march to freedom /,
055,Memoirs of the court of Queen Elizabeth /,
055,Network security and its impact on business strategy /,"""This book examines the impact of m-commerce, m-learning, and m-knowledge management technologies on organizations, such as online stores, higher education institutions, multinational corporations, and health providers""--"
055,New China advances to socialism :,
055,No flies in China /,
055,No flies in China /,
055,Peking und Moskau /,
055,The prospects for communist China /,
055,The queen's mercy :,
055,SHAKESPEARE'S ENGLAND- AN ACCOUNT OF THE LIFE & MANNERS OF HIS AGE.,
055,SHAKESPEARE'S ENGLAND- AN ACCOUNT OF THE LIFE & MANNERS OF HIS AGE.,
055,"Sir Francis Drake his voyage, 1595 /",
055,So you're going to China.,
055,"The story of the most renowned and victorious Princess Elizabeth, late Queen of England /",
055,Survey of London /,
055,The defeat of the Spanish Armada.,
055,"The early Elizabethan succession question, 1558-1568 /",
055,"The early Elizabethan succession question, 1558-1568 /",
055,The wall has two sides : a portrait of China today /,
055,Understanding Shakespeare's England :,
055,VAT/GST in a global digital economy /,
055,Visual analytics for management :,
055,What's really happening in China? /,
055,The Yellow Wind :,
066,45 business school (MBA) recommendation letters that made a difference /,"When they prepare for business school, few candidates take the time to acquire the caliber of recommendation letters they will need to distinguish themselves in a highly competitive applicant pool. This book, which was written by an Ivy League admissions expert, offers detailed advice to write (and get) persuasive letters that highlight the personal, academic and professional strengths the committee expects to see. It also includes 45 successful MBA recommendation letters, including several that ""explain"" extenuating circumstances in a candidate's history (such as disappointing grades, a gap in employment, and low GMAT scores). At top business schools, where the competition is fierce, the quality and depth of a candidate's reference letters can make the difference between acceptance and rejection. Whether you are an applicant who needs a persuasive letter of recommendation, or someone who has been asked to write one, this exceptional book is mandatory reading."
066,Academic writing and dyslexia :,"""Fully revised and expanded, this book presents a unique visual approach to academic writing and composition tailored to the needs of students with dyslexia in Higher Education. It will help you to successfully structure and articulate your ideas, get to grips with critical reading, thinking and writing and fulfill your full academic potential. The ?writing process? (e.g. genre and style, critical thinking and reading, writing, sentence construction, and proofreading editing) is de-mystified and translated into innovative, meaningful visual representations in the form of templates, images, icons and prompts designed to meet the visual and ?big picture? learning styles and strengths of your dyslexia. Underpinned by extensive research, this book will help you to present your thoughts and evaluate and critique competing arguments in a compelling way. It is written to help you bridge the gap between your existing coping strategies and the increased demands and rigours of academic writing at university. This second edition features enhanced visual techniques for reading online, expanded material to cover scientific writing, literature reviews, reflective writing and academic style, and detailed explanations of how dyslexia affects writing, how to reduce pressure on your working memory and how to get your creativity and ideas onto the page in order to excel. This book serves as an invaluable resource for dyslexic students, academics, dyslexia specialists, learning developers, and writing tutors throughout the Higher Education sector."""
066,Academic writing and dyslexia :,"This book presents a unique visual approach to academic writing and composition specifically tailored to the needs of dyslexic students in higher education. Readers will learn to successfully structure and articulate their ideas, get to grips with critical reading, thinking and writing, and fulfil their full academic potential.The ‘writing process’ is demystified and techniques for writing compelling, insightful and mark generating essays are conveyed via innovative and meaningful representations, templates, images, icons and prompts, specifically designed to meet the visual and ‘big picture’ strengths of dyslexic learners. A companion website offers supplementary exercises, examples, videos and a full range of downloadable templates and bookmarks.Written by a dyslexic for dyslexics, Academic Writing and Dyslexia is underpinned by extensive research. As a dyslexic student you will learn to present your thoughts with confidence, critically evaluate competing arguments and gain top marks. The book will help you bridge the gap between your existing coping strategies and the increased demands and rigours of academic writing at university. It will be an invaluable resource for dyslexic students, academics, dyslexia specialists, learning developers and writing tutors throughout the higher education sector."
066,Academic writing and genre :,
066,Academic writing and grammar for students /,
066,Academic writing and grammar for students /,
066,Academic writing and plagiarism :,
066,Academic writing and plagiarism :,"Plagiarism has long been regarded with concern by the university community as a serious act of wrongdoing threatening core academic values. There has been a perceived increase in plagiarism over recent years, due in part to issues raised by the new media, a diverse student population and the rise in English as a lingua franca. This book examines plagiarism, the inappropriate relationship between a text and its sources, from a linguistic perspective. Diane Pecorari brings recent linguistic research to bear on plagiarism, including processes of first and second language writers; interplay between reading and writing; writer's identity and voice; and the expectations of the academic discourse community. Using empirical data drawn from a large sample of student writing, compared against written sources, Academic Writing and Plagiarism argues that some plagiarism, in this linguistic context, can be regarded as a failure of pedagogy rather than a deliberate attempt to transgress. The book examines the implications of this gap between the institutions' expectations of the students, student performance and institutional awareness, and suggests pedagogic solutions to be implemented at student, tutor and institutional levels."
066,Academic writing for international students of business /,
066,Academics writing :,"""Academics Writing recounts how academic writing is changing in the contemporary university, transforming what it means to be an academic and how, as a society, we produce academic knowledge. Writing practices are changing as the academic profession itself is reconfigured through new forms of governance and accountability, increasing use of digital resources, and the internationalization of higher education. Through detailed studies of writing in the daily life of academics in different disciplines and in different institutions, this book explores: - the space and time of academic writing; - tensions between disciplines and institutions around genres of writing; - the diversity of stances adopted towards the tools and technologies of writing, and towards engagement with social media; and - the importance of relationships and collaboration with others, in writing and in ongoing learning in a context of constant change. Drawing out implications of the work for academics, university management, professional training and policy, Academics Writing: The Dynamics of Knowledge Creation is key reading for anyone studying or researching writing, academic support and development within education and applied linguistics""--"
066,Achieving success with your leadership project /,
066,"Agriculture, diversification, and gender in rural Africa :",This book contributes to the understanding of smallholder agriculture in sub-Saharan Africa through addressing the dynamics of intensification and diversification within and outside agriculture in contexts where women have much poorer access to agrarian resources than men.
066,All the news :,
066,AMA handbook of business writing :,
066,American legal English :,"American Legal English: Using Language in Legal Contexts provides a basic introduction to the U.S. legal system for non-native speakers of English. It combines elements of law with language to enhance non-native English speakers's ability to communicate with their legal counterparts in English. Reading, writing, listening, and speaking activities are included in each chapter.While a good basic knowledge of general English is presumed, there is no assumption that the students have any knowledge of the U.S. legal system or legal terminology. Collaborative, communicative activities are used throughout the text to engage student interest and involve them in the learning process. Realia, in the form of cases and statutes, is included so that students become comfortable with legal English and its sometimes difficult syntax. The text can be used for both law students and legal practitioners, in either intensive programs or those of longer duration."
066,An analysis of Elizabeth F. Loftus's Eyewitness Testimony /,"""Understanding evidence is critical in a court of law -- and it is just as important for critical thinking. Elizabeth Loftus, a pioneering psychologist, made a landmark contribution to both these areas in Eyewitness Testimony, a trail-blazing work that undermines much of the decision-making made by judges and juries by pointing out how flawed eyewitness testimony actually is. Reporting the results of an eye-opening series of experiments and trials, Loftus explores the ways in which -- unbeknownst to the witnesses themselves -- memory can be distorted and become highly unreliable. Much of Loftus's work is based on expert use of the critical thinking skill of interpretation. Her work not only highlights multiple problems of definition with regard to courtroom testimony, but also focuses throughout on how best we can understand the meaning of the available evidence. Eyewitness Testimony is arguably the best place in the Macat library to begin any investigation of how to use and understand interpretation.""--Provided by publisher."
066,APA :,
066,APA style simplified :,"""In APA Style Simplified, experienced teacher and writer Bernard C. Beins guides young scholars through the labyrinth of APA style. He highlights the major elements of APA style and shows how to generate a coherent manuscript. Beins also explores how to develop ideas, connect them to what others have written, and express them in a style that reflects a sophisticated knowledge of the subject area. In addition, he features a sample manuscript showing common deviations from APA style, and how to correct these problems. An essential resource for those working on research papers, dissertations, and manuscripts within relevant subject areas, APA Style Simplified is a compact but comprehensive guide to writing clearly and effectively""--"
066,APA style simplified :,"My goal here is the same as it was for the first edition-to allow you to become a proficient communicator of information related to psychological science. The changes in this edition of the book reflect two general elements. First, the standards for writing change over time. For example, norms have altered regarding how we refer to people in various groups. In fact, there are some groups that even a few years ago weren't specifically recognized. As society moves forward, so does language. This particular change in this edition, along with others, relate to the ways society now differs from time the first edition of this book appeared.""--"
066,The art of grammar :,"This book introduces the principles and practice of writing a comprehensive reference grammar. Several thousand distinct languages are currently spoken across the globe, each with its own grammatical system and its own selection of diverse grammatical structures. Comprehensive reference grammars offer a basis for understanding linguistic diversity and can provide a unique perspective into the structure and social and cognitive underpinnings of different languages. Alexandra Aikhenvald describes the means of collecting, analysing, and organizing data for use in this type of grammar, and discusses the typological parameters that can be used to explore relationships with other languages. She considers how a grammar can made to reflect and bring to life the society of its speakers through background explanation and the judicious choice of examples, as well as by showing how its language, history, and culture are intertwined. She ends with a full glossary of terms and guidance for those wanting to explore a particular linguistic phenomenon or language family. The Art of Grammar is the ideal resource for students and teachers of linguistics, language studies, and inductively-oriented linguistic, cultural, and social anthropology."
066,Aspects of biography /,
066,"The Associated Press stylebook, 2024-2026 /","""The style of The Associated Press is the gold standard for news writing. With the AP Stylebook in hand, you can learn how to write and edit with the clarity and professionalism for which their writers and editors are famous. The AP Stylebook will help you master the AP's rules on grammar, spelling, punctuation, capitalization, abbreviation, word and numeral usage, and when to use 'more than' instead of 'over.' To make navigating these specialty chapters even easier, the Stylebook includes a comprehensive index. Fully revised and updated to keep pace with world events, common usage, and AP procedures, the AP Stylebook is the one reference that all writers, editors and students cannot afford to be without. This edition contains more than 300 new and revised entries, including: A new chapter on inclusive storytelling: its importance and how to achieve it; Detailed guidance on writing about people with disabilities and disabled people; Many updates on immigration, the coronavirus, gender and race-related coverage, including the capitalization of Black and expanded use of singular they; A revised chapter on religion, with guidance on when Catholic rather than Roman Catholic should be used on first reference; A thoroughly updated chapter on using social media for reporting.""--Back cover."
066,Autobiography :,"""Autobiography is one of the most popular of written forms. From Casanova to Benjamin Franklin to the Kardashians, individuals throughout history have recorded their own lives and experiences. These personal writings are central to the work of literary critics, philosophers, historians, and psychologists, who have found in autobiographies from across the centuries not only an understanding of the ways in which lives have been lived, but the most fundamental accounts of what it means to be a self in the world. In this Very Short Introduction Laura Marcus defines what we mean by autobiography, and considers its relationship with similar literary forms such as memoirs, journals, letters, diaries, and essays. Analyzing the core themes in autobiographical writing, such as confession, conversion and testimony, romanticism and the journeying self; Marcus discusses the autobiographical consciousness (and the roles played by time, memory and identity), and considers the relationship between psychoanalysis and autobiography.""--Publisher's description."
066,Basic legal writing for paralegals /,
066,Basic legal writing for paralegals /,"""This is a textbook on legal writing for paralegal students""--"
066,The basics of media writing :,
066,The basics of writing reports etcetera /,
066,The Berlin-Strasbourg apocryphon :,
066,"Best websites for financial professionals, business appraisers, and accountants /",
066,Board accountability in corporate governance /,
066,The book of alchemy :,"""For as long as she can remember, Suleika Jaouad has kept a journal. She has used it to mark life's biggest occasions and to ride its roughest waves. It has buoyed her through illness, through heartbreak, and the deepest oceans of uncertainty. And Suleika is not alone. For so many people, journaling is a process of discovery, sometimes vulnerable and terrifying, always transformative. The Book of Alchemy is based on the premise that journaling is an essential tool for navigating the challenges of modern life. We live in a world where we're not only forced to grapple with personal peaks and valleys but also global upheavals far beyond our control-political, social, economic, technological, environmental. More than ever, we need a space for puzzling through. Designed to be a companion through challenging times, The Book of Alchemy will explore the art of journaling, offering encouragement, direction, and support to those looking for a way to navigate the in-between. It is designed to expand that space, giving readers tools to engage with discomfort, to ask questions, to peel back the layers, to uncover their truest self-and in doing so, to find clarity and calm, to hold the astonishingly beautiful and the often unbearable facts of life in the same palm""-- Provided by publisher."
066,The book proposal book :,"""The Book Proposal Book: A Guide for Scholarly Authors is not just a compendium of abstract advice; it's a structured program-complete with worksheets and concrete tasks-that takes readers through each step of researching and writing a proposal that will sell their book to an editor at a scholarly press. The handbook is premised on the fact that an effective proposal doesn't merely describe a book project-it makes an active case that the manuscript should exist in published form because it has the potential to reach and appeal to actual readers. The Book Proposal Book works though the implications of this premise, showing authors how a focus on audience and usability must inform every element of their pitch. Readers of this handbook will learn how to both write a complete book proposal and confidently navigate the scholarly publishing process from pitch to contract to publication. Moreover, they will gain invaluable insight into their own research and the message they want to share with the world""--"
066,A boy's short life :,
066,Brazil :,
066,Broadcast news and writing stylebook /,"Papper's Broadcast News and Writing Stylebook is the go-to handbook in broadcast news, and with the updates in the 6th edition, it is sure to continue this legacy. Through clear and concise chapters, this text provides the fundamental rules of broadcast news writing. It covers various fields across the board, including crime and government, weather, education, health, and sports. Within each field, readers learn the nuances of reporting, grammar, style, and usage."
066,Broadcast news and writing stylebook /,"""Broadcast News and Writing Stylebook is the go-to resource for writing broadcast news, offering readers the know-how to write excellent stories for television, radio, podcasts, and online media. Through clear and concise chapters, this text provides the fundamental rules of broadcast news writing, teaching readers how to craft stories on government, crime, weather, education, health, sports, and more. It covers the necessary mechanics news writers needs to know, including the nuances of reporting, grammar, style, and usage. This new seventh edition is updated with the latest on how stations incorporate online and social media strategies, as well as insights into the directions local news is headed. Author Robert Papper has over a quarter century of broadcast news and industry research experience and once again updates this vital text with the information necessary for being a successful news writer today. Also available for this edition is an Instructor's Guide, found on the book's webpage. Whether you're a student seeking to learn the mechanics of successful broadcast news writing or a working professional looking for a definitive reference for your desk, Broadcast News and Writing Stylebook offers a comprehensive guide to writing for television, audio, and beyond""--"
066,"Broadcast news writing, reporting, and producing /","Broadcast News Writing, Reporting, and Producing, 7th Edition is the leading book covering all aspects of writing and reporting the news. It identifies the key concepts and terms readers need to know in the news gathering and dissemination process, and provides practical, real-world advice for operating in the modern day newsroom. New to the seventh Edition are profiles of working journalists who give readers a glimpse into the working life of modern reporters, producers, and directors. This new edition also covers important aspects of the use of social media, drone journalism, and digital technology. A new chapter on portfolio development will assist readers in developing the skills to advance in their careers. The text has also been updated to reflect new industry standards in modes of information gathering and delivery, writing style, and technology."
066,Broadcast newswriting :,
066,Broadcast writing :,"Dealing both with radio and TV, the book considers concepts such as characterization and conflict, details practical methods of finding ideas, and tells how to structure these ideas into smooth plot lines."
066,Business and technical writing /,
066,Business communication /,
066,Business communication /,
066,Business English :,
066,Business English for the 21st century /,
066,Business objectives /,
066,The business style handbook :,"Revised and updated for the newest digital platforms--the classic guide to business writing style and protocols While retaining all the valuable information that has made The Business Style Handbook a modern classic, the second edition provides new words, phrases and guidance to help you express yourself clearly, confidently and correctly on any digital platform."
066,The business writing coach /,"Discover your writing strengths and weaknesses; Understand the key types of business writing; Develop your skills; Get the details right; Make a positive impact on your business; Other books help you talk the talk. The Teach Yourself Coach books helps you walk the walk. Who are you? * Anyone who wants to impress more and achieve more with their written communication at work Where will this book take you? * You will have new skills and knowledge, and be fully ready to use it in a specific writing project How does it work? * A combination of practical tried-and-tested advice, and unique interactive exercises When can you do it? * In your own time, at your own pace What else do you get? * Access to free online videos and printable resources Why Teach Yourself (R)? * Teach Yourself books are trusted around the world and have helped sixty million people achieve their goals"
066,Business writing with AI /,"This essential guide helps business writers and other professionals learn the strengths and weaknesses of AI as a writing assistant. You'll discover how AI can help you by chopping through writer's block, drafting an outline, generating headlines and titles, producing meaningful text, maintaining consistency, proofreading and editing, and optimizing content for search engines. Employees in all industries spend enormous amounts of energy writing, editing, and proofreading documents of all kinds. Now, you can improve your efficiency and boost the quality of your work, thanks to AI writing tools like ChatGPT, Jaspar, Grammarly, and beyond. With clear instructions and simple tips, Business Writing with AI For Dummies guides you through the process of using AI for common business writing tasks. -- adapted from back cover"
066,Byte-sized television :,
066,Canadian business English /,
066,Canadian business English /,
066,"Catalogue of the Pepys Library at Magdalene College, Cambridge /",
066,The Chicago guide to writing about multivariate analysis /,
066,The Chicago guide to writing about numbers /,"""Earning praise from scientists, journalists, faculty, and students, The Chicago Guide to Writing about Numbers has helped thousands of writers communicate data clearly and effectively. Its publication offered a much-needed bridge between good quantitative analysis and clear expository writing, using straightforward principles and efficient prose. With this new edition, Jane Miller draws on a decade of additional experience and research, expanding her advice on reaching everyday audiences and further integrating non-print formats. Miller, an experienced teacher of research methods, statistics, and research writing, opens by introducing a set of basic principles for writing about numbers, then presents a toolkit of techniques that can be applied to prose, tables, charts, and presentations. Throughout the book, she emphasizes flexibility, showing writers that different approaches work for different kinds of data and different types of audiences. The second edition adds a chapter on writing about numbers for lay audiences, explaining how to avoid overwhelming readers with jargon and technical issues. Also new is an appendix comparing the contents and formats of speeches, research posters, and papers, to teach writers how to create all three types of communication without starting each from scratch. An expanded companion website includes new multimedia resources such as slide shows and podcasts that illustrate the concepts and techniques, along with an updated study guide of problem sets and suggested course extensions. This continues to be the only book that brings together all the tasks that go into writing about numbers, integrating advice on finding data, calculating statistics, organizing ideas, designing tables and charts, and writing prose all in one volume. Field-tested with students and professionals alike, this holistic book is the go-to guide for everyone who writes or speaks about numbers.""--"
066,Children's testimony :,
066,Collaborative writing in the professional workplace : a case study in interaction /,
066,College research papers /,"Just got assigned your first college research paper? Don't sweat it! College Research Papers For Dummies has your back with the perfect companion to these not-as-hard-as-they-look assignments. Discover how to research, argue, problem-solve, analyze, and synthesize your way through even the densest material. Find out how to best revise and rework your paper until it's a polished gem. Plus, get some quick tips on higher-level research papers, such as literature reviews and white papers."
