DDC,Title,description
884,Arion's lyre :,"Arion's Lyre examines how Hellenistic poetic culture adapted, reinterpreted, and transformed Archaic Greek lyric through a complex process of textual, cultural, and creative reception. Looking at the ways in which the poetry of Sappho, Alcaeus, Ibycus, Anacreon, and Simonides was preserved, edited, and read by Hellenistic scholars and poets, the book shows that Archaic poets often look very different in the new social, cultural, and political setting of Hellenistic Alexandria. For example, the Alexandrian Sappho evolves from the singer of Archaic Lesbos but has distinct associations and contexts, from Ptolemaic politics and Macedonian queens to the new phenomenon of the poetry book and an Alexandrian scholarship intent on preservation and codification."
884,Economy of the unlost :,"""The ancient Greek lyric poet Simonides of Keos was the first poet in the Western tradition to take money for poetic composition. From this starting point, Anne Carson launches an exploration, poetic in its own right, of the idea of poetic economy. She offers a reading of certain of Simonides' texts and aligns these with writings of the modern Romanian poet Paul Celan, a Jew and survivor of the Holocaust, whose ""economies"" of language are notorious. Asking such questions as, What is lost when words are wasted? and Who profits when words are saved, Carson reveals the two poets' striking commonalities.""--BOOK JACKET."
884,Greek lyric /,"""This volume presents a selection of papers published in the last few decades on the main types of Greek lyric poetry (melic, elegiac, and iambic), excluding Pindar and Bacchylides"" -- Preface."
884,Greek lyric poetry :,"This new poetic translation by a leading expert captures the nuances of meaning and the whole spirit of this poetry as never before. It is not merely a selection but covers all the surviving poems and intelligible fragments, apart from the works of Pindar and Bacchylides, and includes a number of pieces not previously translated. The Introduction gives a brief account of the poets, and explanatory Notes on the texts will be found at the end. ABOUT THE SERIES: For over 100 years Oxford World's Classics has made available the widest range of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, helpful notes to clarify the text, up-to-date bibliographies for further study, and much more."
884,"Music, text, and culture in ancient Greece /","What difference does music make to performance poetry, and how did the ancients understand this relationship? This volume explores the interaction of music and language in ancient Greek poetry, arguing that music crucially informs the ways in which these texts create meaning and exploring its place in contemporary critical writings."
884,Pindar and the emergence of literature /,"""Pindar and the Emergence of Literature places Pindar in the context of the evolution of Archaic Greek poetics. While presenting an in-depth introduction to diverse aspects of Pindar's art (authorial metapoetics, imagery, genre hybridization, religion, social context, and dialect), it seeks to establish a middle ground between cultural contextualism and literary history, paying attention both to poetry's historical milieu and its uncanny capacity to endure in time. With that methodological objective, the book marshals a new version of historical poetics, drawing both on theorists usually associated with this approach, such as Alexander Veselovsky, Mikhail Bakhtin, and Olga Freidenberg, and on T. S. Eliot, Hans Blumenberg, Fredric Jameson, and Stephen Greenblatt. The ultimate literary-historical problem posed by Pindar's poetics, which this book sets out to solve, is the transformation of pre-literary structures rooted in folk communal art into elements that still inform our notion of literature""--"
884,Sappho's immortal daughters /,"Margaret Williamson conducts us through ancient representations of Sappho, from vase paintings to appearances in Ovid, and traces the route by which her work has reached us, shaped along the way by excavators, editors, and interpreters. She goes back to the poet's world and time to explore perennial questions about Sappho: How could a woman have access to the public medium of song? What was the place of female sexuality in the public and religious symbolism of Greek culture? What is the sexual meaning of her poems? Williamson then looks closely at the poems themselves, Sappho's ""immortal daughters."" Her book offers the clearest picture yet of a woman whose place in the history of Western culture has been at once assured and mysterious."
884,Studies in the reception of Pindar in Ptolemaic poetry /,"Recent years have witnessed a revival of interest in the influence of archaic lyric poetry on Hellenistic poets. However, no study has yet examined the reception of Pindar, the most prominent of the lyric poets, in the poetry of this period. This monograph is the first book to offer a systematic examination of the evidence for the reception of Pindar in the works of Callimachus of Cyrene, Theocritus of Syracuse, Apollonius of Rhodes and Posidippus of Pella. Through a series of case studies, it argues that Pindaric poetry exercised a considerable influence on a variety of Hellenistic genres: epinician elegies and epigrams, hymns, encomia, and epic poetry. For the poets active at the courts of the first three Ptolemies, Pindar's poetry represented praise discourse in its most successful configuration. Imitating aspects of it, they lent their support to the ideological apparatus of Greco-Egyptian kingship, shaped the literary profile of Pindar for future generations of readers, and defined their own role and place in Greek literary history. The discussion offered in this book suggests new insights into aspects of literary tradition, Ptolemaic patronage, and Hellenistic poetics, placing Pindar's work at the very heart of an intricate nexus of political and poetic correspondences."
166,Assessing student learning :,"Assessing Student Learning is a standard reference for college faculty and administrators, and the third edition of this highly regarded book continues to offer comprehensive, practical, plainspoken guidance. The third edition adds a stronger emphasis on making assessment useful; greater attention to building a culture in which assessment is used to inform important decisions; an enhanced focus on the many settings of assessment, especially general education and co-curricula; a new emphasis on synthesizing evidence of student learning into an overall picture of an integrated learning experience; new chapters on curriculum design and assessing the hard-to-assess; more thorough information on organizing assessment processes; new frameworks for rubric design and setting standards and targets; and many new resources. Faculty, administrators, new and experienced assessment practitioners, and students in graduate courses on higher education assessment will all find this a valuable addition to their bookshelves."
166,The camera as witness :,"""Uses vernacular photography to highlight remarkable transformations and multiple forms of modernity that have flourished in Mizoram, Northeast India""--"
166,Cracking the SAT.,Reviews the key concepts of biology and includes two full-length practice tests.
166,Cracking the SAT.,"Offers test strategies, reviews key concepts of chemistry, and provides three full-length practice tests with answers and explanations."
166,"Cyber risk, intellectual property theft and cyberwarfare :","""The desire to steal the Intellectual Property (IP) of others be they creative individuals or the fruits of company teams working in patent pools to create new innovations remains the same. Political methods have become more sophisticated in terms of devaluing the output of creative humans by creating open source access which can be taken freely by all and sundry. What has changed is the new cyber based technology that allows increased theft of IP. Likewise, warfare for geo-political imperatives is not new but sophisticated cyber-based methods which can actually carry out infrastructural damage through cyberspace is new and accordingly termed cyberwarfare. How cyber strategies are used in IP theft and cyberwarfare in relation to new complex digital technology such as the Internet of Things is explored and in relation to particular essential sectors in the economy, marine, smart energy power grids and insurance. Country specific studies based on either being the recipient or perpetrator or both of cyberattacks are analysed in relation to Japan, China and North Korea, Russia, Europe (UK in particular), Iran and the USA""--"
166,E-portfolios for lifelong learning and assessment /,"""This book clearly articulates the foundations of an educational vision that is distinctively supported by e-portfolio use, drawing on work in philosophy, sociology, higher and adult education, and e-learning research. It is academically rigorous and accessible not only to scholars in a range of disciplines who might study or use e-portfolios. It surveys the state-of-the-art of international e-portfolio practice and suggests future directions for higher educational institutions in terms of curriculum, assessment, and technology. This resource is written for scholars, support staff, instructional technologists, academic administrators, and policy makers""--"
166,Learning in the fast lane :,"""More than three million high-school students take five million Advanced Placement exams each May, yet remarkably little is known about how this sixty-year-old, privately-run program, has become one of U.S. education's greatest successes. From its mid-century origin as a tiny option for privileged kids from posh schools, AP has also emerged as a booster rocket into college for hundreds of thousands of disadvantaged youngsters. It challenges smart kids, affects school ratings, affords rewarding classroom challenges to great teachers, tunes up entire schools, and draws vast support from philanthropists, education reformers and policymakers. AP stands as America's foremost source of college-level academics for high school pupils. Praised for its rigor and integrity, more than 22,000 schools now offer some-or many-of its thirty-eight subjects, from Latin to calculus, art to computer science. But challenges abound today, as AP faces stiffening competition (especially dual credit), curriculum wars, charges of elitism, misgivings by elite schools and universities, and the arduous work of infusing rigor into schools that lack it and academic success into young people unaccustomed to it. In today's polarized climate, can Advanced Placement maintain its lofty standards and overcome the hostility, politics and despair that have sunk so many other bold education ventures? Advanced Placement: The Unsung Success Story of American Education is a unique account-richly documented and thoroughly readable-of the AP program in all its strengths and travails, written by two of America's most respected education analysts""--"
166,Math workout for the new GRE.,"""...Completely updated for August 2011 changes to the GRE. Hundreds of practice questions with answers and detailed explanations to help you understand every facet of each question. Step-by-step strategies for cracking tricky Quantitative Comparison, All That Apply, and Numeric Entry questions ... ""--P. [4] of cover."
166,McGraw-Hill Education 500 ACT English and reading questions to know by test day /,"""The ACT is required by more colleges and universities than any other college entrance exam. This essential guide will help you sharpen your skills and study more effectively for the exam. The questions are similar to the ones featured on the ACT, so you will know what to expect on test day. Each question includes a concise, easy-to-follow explanation.""--Amazon."
166,A practical guide to assessing English language learners /,"This is an invaluable guide to language testing and assessment. For many teachers of English language learners, the field of assessment is foreign territory. Assessment has its own culture, traditions, and terminology. This training guide is intended to help classroom teachers become more comfortable creating and using assessments. ""A Practical Guide to Assessing English Language Learners"" provides helpful insights into the practice and terminology of assessment. The text focuses on providing the cornerstones of good assessments - usefulness, validity, reliability, practicality, washback, authenticity, transparency, and security - and techniques for testing. It devotes a chapter to the assessment of each of the four main skill areas (reading, writing, listening, and speaking) and also covers placement testing (such as using TOEFL[registered] and MELAB), diagnostic testing, evaluation, and instructional decision-making with regard to testing. Tips to improve students' test-taking strategies are offered, and each chapter ends with a helpful list of Ten Things to Remember, as well as informative case studies featuring two teachers and their assessment decisions."
166,A practical guide to assessing English language learners /,"This is an invaluable guide to language testing and assessment. For many teachers of English language learners, the field of assessment is foreign territory. Assessment has its own culture, traditions, and terminology. This training guide is intended to help classroom teachers become more comfortable creating and using assessments. ""A Practical Guide to Assessing English Language Learners"" provides helpful insights into the practice and terminology of assessment. The text focuses on providing the cornerstones of good assessments - usefulness, validity, reliability, practicality, washback, authenticity, transparency, and security - and techniques for testing. It devotes a chapter to the assessment of each of the four main skill areas (reading, writing, listening, and speaking) and also covers placement testing (such as using TOEFL[registered] and MELAB), diagnostic testing, evaluation, and instructional decision-making with regard to testing. Tips to improve students' test-taking strategies are offered, and each chapter ends with a helpful list of Ten Things to Remember, as well as informative case studies featuring two teachers and their assessment decisions."
166,Region-building in West Africa :,"""This book examines the role of the Economic Community of West African States (ECOWAS) practitioners in coordinating, creating, and managing regional governance practices in the areas of public health, peace and security, and micro-financial integration. Since 1975, there have been many failed and successful attempts at unconstitutional government changes in West Africa. During this same period, numerous instruments have been designed to promote peace and security in the region. This book examines the role of bureaucratic actors in the ECOWAS in harmonizing regional integration policy in West Africa. Using data from fieldwork in several countries in West Africa, Balogun observes how ECOWAS practitioners network and strategically engage regional stakeholders in Health, Peace and Security, and Finance as a means to deepen harmonization between ECOWAS member states and build a connection with civil society. Balogun argues that the founding conditions of ECOWAS set the organization on an institutional path to adapt its approaches to regional governance. This work will prove useful to scholars of regionalism, region-building and institutions and to those studying West Africa more specifically""--"
166,SAT for dummies /,Does the thought of preparing for the SAT cause you to break out in a cold sweat? Get the basics to gauge how far you've progressed in your test preparation with this hands-on guide and practice test.
166,Strengthening teaching and learning in research universities :,"This book offers a range of approaches and specific examples of how a sample of internationally leading research-intensive universities, from a variety of regions around the world, work to improve teaching and learning. It describes and analyzes broad university initiatives and approaches that have the potential of driving institution-wide change processes in teaching and learning, thus providing a link between strategic ambitions and cultural transformation in the universities. Globally, research-intensive universities are increasingly pressured to increase their performance in both research and education. However, while much focus internationally has been devoted to how universities are working to boost their research performance, less is known about how internationally leading universities are working to improve teaching and learning. Through comparative cases drawn from universities in Europe, Asia and the US, key practices and lessons are identified and showcased providing a unique insight into the ways internationally leading research universities work to support and enhance staff engagement in teaching and learning. It will be essential reading for researchers and advanced students working in Higher Education and Sociology, particularly those with an interest in comparative studies."
166,Uneducated guesses :,"Uneducated Guesses challenges everything our policymakers thought they knew about education and education reform, from how to close the achievement gap in public schools to admission standards for top universities. In this explosive book, Howard Wainer uses statistical evidence to show why some of the most widely held beliefs in education today--and the policies that have resulted--are wrong. He shows why colleges that make the SAT optional for applicants end up with underperforming students and inflated national rankings, and why the push to substitute achievement tests for aptitude tests makes no sense. Wainer challenges the thinking behind the enormous rise of advanced placement courses in high schools, and demonstrates why assessing teachers based on how well their students perform on tests--a central pillar of recent education reforms--is woefully misguided. He explains why college rankings are often lacking in hard evidence, why essay questions on tests disadvantage women, why the most grievous errors in education testing are not made by testing organizations--and much more. No one concerned about seeing our children achieve their full potential can afford to ignore this book. With forceful storytelling, wry insight, and a wealth of real-world examples, Uneducated Guesses exposes today's educational policies to the light of empirical evidence, and offers solutions for fairer and more viable future policies."
166,Water quality engineering :,"Beginning with the generic means for investigating water to complex processes for the removal of soluble and particulate materials, Water Quality Engineering: Physical/Chemical Treatment Processes provides a comprehensive overview of the physical and chemical processes for treating water and wastewater. Author M. Benjamin describes the fundamental and mathematical theory behind water treatment methods and includes examples illustrating common calculations related to each process, as well as more concrete, real-world examples in each chapter. The text provides a theoretical underpinning of practice, making it a valuable reference for working environmental engineers."
166,Who owns the news? :,"You can't copyright facts, but is news a category unto itself? Without legal protection for the ""ownership"" of news, what incentive does a news organization have to invest in producing quality journalism that serves the public good? This book explores the intertwined histories of journalism and copyright law in the United States and Great Britain, revealing how shifts in technology, government policy, and publishing strategy have shaped the media landscape.Publishers have long sought to treat news as exclusive to protect their investments against copying or ""free riding."" But over the centuries, arguments about the vital role of newspapers and the need for information to circulate have made it difficult to defend property rights in news. Beginning with the earliest printed news publications and ending with the Internet, Will Slauter traces these countervailing trends, offering a fresh perspective on debates about copyright and efforts to control the flow of news."
186,Back to the postindustrial future :,"The first comprehensive ethnography of the future, approaching Hoyerswerda, Germany's fastest shrinking city, not from the perspective of its past, but persistently from that of its future. Through an extensive ethnography of the city, it allows us to investigate the postindustrial era and the futures it has supposedly lost."
186,Bicycle kingdom and other stories /,"Contains 20 stories, language support boxes, cultural insights, grammatical explanations, and English translations."
186,The Cambridge companion to Plotinus /,"Each volume of this series of companions to major philosophers contains specially commissioned essays by an international team of scholars, together with a substantial bibliography, and will serve as a reference work for students and non-specialists. One aim of the series is to dispel the intimidation such readers often feel when faced with the work of a difficult and challenging thinker. Plotinus was the greatest philosopher in the 700-year period between Aristotle and Augustine. He thought of himself as a disciple of Plato, but in his efforts to defend Platonism against Aristotelians, Stoics, and others, he actually produced a reinvigorated version of Platonism that later came to be known as 'Neoplatonism'. In this volume, sixteen leading scholars introduce and explain the many facets of Plotinus' complex system. They place Plotinus in the history of ancient philosophy while showing that he was a founder of medieval philosophy."
186,Ennead IV.7 :,"Ennead IV.7 is a very early treatise (second according to Porphyry's chronological table), and unlike the many treatises devoted to attempts at untangling various issues Plotinus found problematic in Plato's thinking, this one presents the teachings of the other main schools current in Plotinus' day: the Stoics, Epicureans, Pythagoreans, and Peripatetics, all of whom presented soul as something material or as contingent upon material soul, and so as being neither truly immortal nor imperishable. It includes observations on many mainly Stoic doctrines on perception, memory, sensation, thought, virtue, powers of material bodies, mixture and reproduction (Chapters 1-83); on Pythagorean attunement (84); and on Peripatetic entelechy (85). In Chapters 9-10 Plotinus presents, in broad terms, Plato's doctrines on soul's immortality-mainly that of the individual soul, but a fortiori that of the soul of the cosmos. These chapters offer some of Plotinus' most powerful prose. He is not concerned to prove the soul's immortality-that was an uncontroversial tenet of Platonism, to be taken for granted. In this treatise Plotinus is laying down the in-disputable foundations for his later writings."
186,The Enneads /,"""Plotinus is the last great philosopher of antiquity, although in more than one respect he is a precursor of modern times. The Enneads bring together Platonism, mystic passion and ideas from Greek philosophy, together with striking variants of the Trinity and other central Christian doctrines, to produce a higly original synthesis. Yet despite the porfundity of his thought, and his immense influence on mystics and religious writers, Plotinus remained largely inaccessible."" -- BOOK JACKET."
186,How to read Chinese prose :,"""This is the guided anthology for prose in the How to Read Chinese Literature series. It is the companion to How to Read Chinese Prose in Chinese. The guided anthologies can be used in English-language only classrooms or in conjunction with the language texts. They include both translations of primary texts and essays and commentary""--"
186,How to read Chinese prose in Chinese :,"""This book serves as the Chinese language learner's version of our How to Read Chinese Prose: A Guided Anthology. Here, the editors present 40 prose texts (excerpts or full) in the original over thirty-four lessons, organized by genre into eight units. The sequence of these units reflects the successive emergence of eight major prose genres, while the lessons in each unit showcase that genre's prominent achievements through different historical periods. Readers of this book will gain exposure to the rich legacy of Chinese prose, with additional insight that comes from approaching texts in their original language. Comprehension and appreciation of selected texts is aided by notes on their historical and cultural contexts as well as by commentaries on their unique artistic features. These literary commentaries are provided by twelve contributors, all experts on individual prose genres. Famous, oft-quoted idioms and remarks are highlighted by shading and should be learned by heart""--"
186,Manual for teaching and learning Chinese as a foreign language /,"Written in an extended dictionary format, the Manual for Teaching and Learning Chinese as a Foreign Language aims to cover all key terms related to teaching Chinese as a foreign language. Each section contains an introduction with language-specific information, and identifies students and teachers' common questions, including the capacity of Chinese as a morphologically unmarked language to indicate categories such as tense and mood. Many entries listed in this manual come with an explanation, a commentary, and rich examples."
186,Mastering advanced modern Chinese through the classics :,"""Mastering Advanced Modern Chinese through the Classics is a textbook to teach those who wish to achieve an advanced or native proficiency and cultural competence in modern Chinese, as well as to experience the beauty of classical Chinese literature. Collecting representative works containing vibrant views of Chinese culture from different dynasties, this book is focused on how the grammatical patterns, vocabulary, and idioms that are found in classical Chinese are relevant in the modern adaptation of the language, and how the accumulated traditional values and beliefs found there still shape the thinking and lifestyle of modern society. Online resources including audio, answer keys and instructor aids will be part of the teaching package""--"
