DDC,Title,description
437,100 all-time favorite movies of the 20th century /,"Must-see movies. Get to know cinema's greats. Take a journey through the makers and shapers of celluloid history. From horror to romance, noir to slapstick, adventure to tragedy, western to new wave, this selection gathers the greats of 20th century cinema into one indispensable guide to movie gold. The collection is arranged chronologically and in an extra-handy format. Film entries include a synopsis, cast/crew listings, technical information, actor/director bios, trivia, and lists of awards, as well as film stills, production photos, and the original poster for each film. From Metropolis to Modern Times, A Clockwork Orange to Bunuel's The Young and the Damned, from the blockbusters to lesser-known masterpieces, thumb through and transform a quiet evening into an unforgettable screen encounter--Jacket."
437,100 movies of the 1980s /,"From Aliens to Amadeus, get your fill of 1980s nostalgia with this movie bible of all things bold, bizarre, and boisterous. We've diligently compiled a list of the most influential films of the 1980s that's sure to please popcorn gobblers and highbrow chin-strokers alike. Adventurous, excessive, and experimental, '80s cinema saw moviegoers get their kicks from pictures as wide-ranging as Blade Runner, Gandhi, and Blue Velvet. Science fiction, horror, and action emerged as the defining genres of the decade, with non-human characters like E.T. winning the hearts of millions, and movies such as Ghostbusters and Back to the Future fused comedy and sci-fi to the delight of audiences everywhere. Inside this '80s encyclopedia each movie masterpiece is profiled with stills, a synopsis, and cast, crew, and technical listings. With high-concept Hollywood blockbusters, early CGI, and brilliant special effects, the 1980s saw the invention of a new reality, a movie-world so convincingly real-no matter how far-fetched-that spectators could not help but immerse themselves in it."
437,100 movies of the 2000s /,"Our Movies series enters the 21st century with this definitive lineup of the 100 most important films made during the 2000s, an age of evergreen franchises, historical epics, and comic-book superheroes, as well as fast-evolving CGI aesthetics, low-key global indies gaining unprecedented audiences, and hard-hitting documentaries (and mockumentaries) becoming mainstream feature hits. Through the gripping stories, insightful dramas, and thrilling, mindless escapism 100 Movies of the 2000s gathers the best of the best around the globe, from the blockbuster Harry Potter and The Lord of the Rings installments to cult classics Lost in Translation, Inglourious Basterds, No Country for Old Men, The Lives of Others, and And Your Mother Too. Each movie masterpiece is profiled with stills and production photos, a synopsis, analysis, and movie-buff trivia, as well as cast, crew, and technical listings."
437,100 movies of the 2010s /,
437,1001 movies you must see before you die /,"Expert critics in each genre of film, from romance to horror and sci-fi, have once again painstakingly revised this list of essential must see-movies to bring the must-watch list bang up to date for 2017, from great classics like The Birth of a Nation and Gone With the Wind to more recent offerings like Moonlight, Arrival, La La Land and Mad Max: Fury Road. Each entry tells you exactly why these films deserve inclusion in this definitive illustrated list, engaging readers in each film's concept development and production, including curious trivia facts about the movies, as well as the most famous pieces of memorabilia associated with them. Illustrated with hundreds of stunning film stills, portraits and poster art 1001 Movies You Must See Before You Die offers an incredible visual insight into the world of modern cinema. It puts together the most significant movies from all genres, from animation to Western, through action, comedy, documentary, musical, noir, romance, thriller, short and sci-fi. Movies from over 30 different countries have been included, offering a truly wide multi-cultural perspective, and the time span includes more than a century of extraordinary cinematography."
437,1001 movies you must see before you die /,"Capturing the must-see movies of all time from more than 100 years of cinema, this go-to guide offers an abundance of witty analysis and revelatory insights. Discover some of the most poignant movies from every country and every genre, from action and animation, to comedy, documentary, musical, thriller, noir, short, romance, sci-fi and Western. Newly revised and refreshed, this definitive edition features 500 original movie posters and hundreds of impressive movie stills, including recent Oscar-winning and nominated films such as Parasite, Joker, Little Women, For Sama and The Lighthouse. Quotes from movie directors and critics, together with little-known facts, complement the incisive reviews and vital statistics of each movie to make this the most fact-filled edition ever."
437,2001 :,
437,3D user interfaces :,"""From video games to mobile augmented reality, 3D interaction is everywhere. But simply choosing to use 3D input or 3D displays isn't enough: 3D user interfaces (3D UIs) must be carefully designed for optimal user experience. 3D User Interfaces: Theory and Practice, Second Edition is today's most comprehensive primary reference to building outstanding 3D UIs. Four pioneers in 3D user interface research and practice have extensively expanded and updated this book, making it today's definitive source for all things related to state-of-the-art 3D interaction.""--Publisher's website."
437,À bout de souffle /,
437,A tribute to Anthology Film Archives': Avantgarde film preservation program : an evening dedicated to Frederick Kiesler...,
