DDC,Title,description
156,21st century Keynesian economics /,
156,Advanced introduction to post Keynesian economics /,"Elgar Advanced Introductions are stimulating and thoughtful introductions to major fields in the social sciences and law, expertly written by the world's leading scholars. Designed to be accessible yet rigorous, they offer concise and lucid surveys of the substantive and policy issues associated with discrete subject areas. This brief but comprehensive account of the Post Keynesian approach to economic theory and policy is ideal for advanced undergraduate and postgraduate students in economics, public policy and other social sciences. Clear, non-technical and with a strong policy focus, it will also appeal to all of those who are dissatisfied with mainstream economics and wish to explore the alternatives."
156,"An analysis of John Maynard Keynes's The general theory of employment, interest and money /","""John Maynard Keynes's 1936 General Theory of Employment, Interest and Money is a perfect example of the global power of critical thinking. A radical reconsideration of some of the founding principles and accepted axioms of classical economics at the time, it provoked a revolution in economic thought and government economic policies across the world. Unsurprisingly, Keynes's closely argued refutation of the then accepted grounds of economics employs all the key critical thinking skills: analysing and evaluating the old theories and their weaknesses; interpreting and clarifying his own fundamental terms and ideas; problem solving; and using creative thinking to go beyond the old economic theories. Perhaps above all, however, the General Theory is a masterclass in problem solving. Good problem solvers identify their problem, offer a methodology for solving it, and suggest solutions. For Keynes the problem was both real and theoretical: unemployment. A major issue for governments during the Great Depression, unemployment was also a problem for classical economics. In classical economics, theoretically, unemployment would always disappear. Keynes offered both an explanation of why this was not the case in practice, and a range of solutions that could be implemented through government monetary policy.""--Provided by publisher."
156,Analysis of the development of Beijing (2018) /,
156,Anticipations of the general theory? :,
156,Applications of contact geometry and topology in physics /,
156,The avian migrant :,
156,Behavior an introduction to comparative psychology /,
156,Behavior of nonhuman primates :,
156,The Cambridge companion to Keynes /,"John Maynard Keynes (1883-1946) was the most important economist of the twentieth century. He was also a philosopher who wrote on ethics and the theory of probability and was a central figure in the Bloomsbury Group of writers and artists. In this volume contributors from a wide range of disciplines offer new interpretations of Keynes's thought, explain the links between Keynes's philosophy and his economics, and place his work and Keynesianism - the economic theory, the principles of economic policy, and the political philosophy - in their historical context. Chapter topics include Keynes's philosophical engagement with G. E. Moore and Franz Brentano, his correspondence, the role of his General Theory in the creation of modern macroeconomics, and the many meanings of Keynesianism. New readers will find this the most convenient, accessible guide to Keynes currently available. Advanced students and specialists will find a conspectus of recent developments in the interpretation of Keynes."
156,The collected writings of John Maynard Keynes.,
156,Coming to the Summer Palace.,
156,The comparative analysis of behavior /,
156,Comparative psychology :,
156,Comparative psychology :,"""This revised third edition provides an up to date, comprehensive overview of the field of comparative psychology, integrating both evolutionary and developmental studies of brain and behavior. This book provides a unique combination of areas normally covered independently to satisfy the requirements of comparative psychology courses. Papini ensures thorough coverage of topics like the fundamentals of neural function, the cognitive and associative capacities of animals, the development of the central nervous system and behavior, and the fossil record of animals including human ancestors. This text includes many examples drawn from the study of human behavior, highlighting general and basic principles that apply broadly to the animal kingdom. New topics introduced in this edition include genetics, epigenetics, neurobiological, and cognitive advances made in recent years into this evolutionary-developmental framework. An essential textbook for upper level undergraduate and graduate courses in comparative psychology, animal behavior, and evolutionary psychology, developmental psychology, neuroscience and behavioral biology""--"
156,The complex mind :,"""Combining the study of animal minds, artificial minds, and human evolution, this book examine the advances made by comparative psychologists in explaining the intelligent behavior of primates, the design of artificial autonomous systems, and the cognitive products of language evolution""--"
156,Contemporary learning theories.,
156,The context in which accounting functions within the New Zealand hospital system /,
156,Continuity and change :,"In this detailed 1978 study, Professor Rita J. Simon examines two significant ethnic communities in Israel: one of ultra-Orthodox Jews, and the other of Israeli Arabs. The Jews form a tiny but cohesive group with a strong sense of pride in their heritage and values. The Arabs, who comprise thirteen percent of the total population of Israel, occupy a politically and culturally sensitive position within that state. The author argues that despite these and obvious other cultural differences the two communities are akin in their separateness from the mainstream of Israeli society. She presents explanations of how and why both groups maintain cultural values and social patterns that prevent their assimilation into and acceptance by the broader society. Continuity and Change is significant as a study of contemporary social conditions in Israel, of sources of conflict within that society, as of implications that these conflicts have for the future."
156,The crisis of Keynesian economics :,
156,The critics of Keynesian economics /,
156,The critics of Keynesian economics /,
156,Cybernetics of the nervous system /,
156,A dance with the dragon :,"""With its fossil hunters and philosophers, diplomats, dropouts, writers and explorers, missionaries and refugees, Peking's foreign community in the early 20th century was as exotic as the city itself. Always a magnet for larger than life individuals, Peking attracted characters as diverse as Reginald Johnston (tutor to the last emperor), Bertrand Russell, Pierre Loti, Rabrindranath Tagore, Sven Hedin, Peter Fleming, Wallis Simpson and Cecil Lewis. The last great capital to remain untouched by the modern world, Peking both entranced and horrified its foreign residents. Ignoring the poverty outside their gates, they danced, played and squabbled among themselves, oblivious to the great political events that were to shape modern China unfolding around them. This is a dazzling portrait of an eclectic foreign community and of China itself."" -- Publisher's website."
156,Distribution and growth after Keynes :,"This book offers an assessment of theories of distribution and growth after Keynes. It presents an overview of the main contributions with a particular focus on the development of post-Keynesian/Kaleckian models. In the first part of the book, Eckhard Hein presents a comprehensive overview of the main approaches towards distribution and growth including the contributions of Harrod and Domar, old and new neoclassical theories including the fundamental capital controversy critique, the post-Keynesian contributions of Kaldor, Pasinetti, Thirlwall and Robinson, and finally the approaches by Kalecki and Steindl. In the second part of the book neo- and post-Kaleckian models are gradually developed, introducing saving from wages, international trade, technological progress, interest and credit. Issues of `financialisation' are also explored and empirical results related to the different models are presented."
156,Economic integration in Western Asia /,
156,The economics of Michal Kalecki /,
156,The Elgar companion to post Keynesian economics /,
156,The essential Keynes /,
156,Fabricating the Keynesian revolution :,
156,The fall and rise of keynesian economics /,
156,"Finance, growth and inequality :",
156,The forbidden city /,
