DDC,Title,description
606,Trier,"Trier is a travel and cultural guide devoted to the historic German city of Trier. The volume presents the city's Roman heritage, architectural landmarks, museums, cultural attractions, landscapes, and regional traditions through articles, photographs, and practical travel information. It introduces Trier as one of German's most important historical cities, highlighting sites such as Roman monuments, medieval architecture, and the surrounding Moselle region."
626,Through the locks: Canals today and yesterday,Brief history of several canals and locks including the Erie and Panama.
163,Shadow of the Swastika,"It's 1938 and you arre traveling through Nazi Austria on a train, headed for the Swiss border to help the Jews and there is a lot of danger."
766,G.H.Rothe: Master of the Mezzotint,"This Catalogue Raisonne of G.H. Rothe's mezzotints has been divided into the following categories: Dance, Horses, Still Life, Landscapes, Figurative."
766,The Mystery of Fertility,"The Mystery of Fertility shows fourteen large-scale, site-specific, growing and transient installations by Gerda Steiner & Jorg Lenzlinger created over the previous five years. The works explore biodiversity, imagination and crystallizing artificial fertilizer through installations made from found objects, dried plants and organic materials."
766,The art of aquatint,"The book provides information on technical aspects, methods employed by leading artists, and illustrated examples of aquatint works."
019,"The Son of A Star","""A history of the Jews from the destruction of Jerusalem by the Romans in the year 70 to Hadrian's suppression of Simeon's insurrection in 135""--Jacket"
019,"Theory Of Classification","This book provides a coherent account of the Theory of Classification. It discusses the contribution made by theoreticians like E.C. Richardson, J.D. Brown, W. Hulum, W.C. Berwick Sayers, H.E. Bliss and S.R. Ranganathan. However, the theory put forward by S.R. Ranganathan predominates the whole book because his contribution is far more than anybody else?s. Five major schemes of Classification, Library of Congress Classification, Colon Classification and Bliss Biblio-Graphic Classification have also been discussed."
019,"The Special Prosecutor in American Politics","The federal special prosecutor: unprincipled abuser of power or staunch defender of the law? As Katy Harriger shows, the special prosecutor was a hotly debated and controversial subject throughout much of its existence. This was especially true, she argues, during the lengthy, expensive, and highly-politicized investigations of Lawrence Walsh and Kenneth Starr into allegations concerning Presidents Ronald Reagan and Bill Clinton. Harriger offers the most complete assessment available of the use of special prosecutors in the post-Watergate era. She analyzes the independent counsel role within the framework of the separation of powers, explaining how each has interacted with other key players in the political and legal system and showing how those relationships have affected the prosecutor ability to conduct investigations. Harriger previous edition focused on the legacy of Watergate but was published before Walsh Iran-Contra investigations were concluded. Her new study adds substantially more information on Iran-Contra, provides a clearheaded appraisal of Starr sensationalized Whitewater-Lewinsky investigations, examines a number of senior-level cabinet probes, and critiques and clarifies the role of Attorney General Janet Reno in these latter matters. A completely new chapter compares Iran-Contra and Whitewater-Lewinsky to explore the limits of the law in the special prosecutor efforts. In this new edition, Harriger includes 20 new interviews with Washington insiders including one with Kenneth Starr and covers the debates that led to both the reauthorization of the independent counsel statute in 1994 and its demise in 1999. She then examines the pros and cons of the office and offers constructive suggestions for improvement should it be revived. For students, scholars, and concerned citizens, her book takes us well beyond frenzied media hype and partisan politics to provide a timely reminder about the crucial role of separation of powers in our system of governance."
773,"Gum Printing","Gum Printing: A Step-by-Step Manual Highlighting Artists and Their Creative Practice is a two-part book on gum bichromate written by the mediums leading expert, Christina Z. Anderson. Section One provides a step-by-step description of the gum printing process. From setting up the ""dimroom"" (no darkroom required!) to evaluating finished prints, it walks the reader through everything that is needed to establish a firm gum practice with the simplest of setups at home. Section Two showcases contemporary artists works, illustrating the myriad ways gum is conceptualized and practiced today. The works in these pages range from monochrome to colorful and from subtle to bold, representing a variety of genres, including still lifes, portraits, nudes, landscapes, urbanscapes and more. Featuring over 80 artists and 400 full-color images, Gum Printing is the most complete overview of this dynamic and expressive medium that has yet appeared in print. Key topics covered include: The history of gum Simple digital negatives for gum, platinum, and cyanotype Preparing supplies Making monochrome, duotone, tricolor, and quadcolor gum prints Printing gum over cyanotype Printing gum over platinum Troubleshooting gum Advice on developing a creative practice"
