DDC,Title,description
44,A Lover's Discourse: Fragments,"A philosophical exploration of a lover's inner monologue, broken down into 80 fragments or 'figures' defined as 'gestures of the lover at work.' Barthes uses structuralism and semiology to dissect the language of love, blending literary references from Plato, Freud, Goethe, and Proust with introspective reflections on desire, heartbreak, jealousy, and the limitations of language in expressing love. The language we use when we are in love is not a language we speak. It is a language addressed to ourselves and to our imaginary beloved. It is a language of solitude, of mythology, of what Barthes calls an 'image repertoire'."
44,501 French Verbs,"Barron's 501 French Verbs by Christopher Kendris is a comprehensive reference guide covering 501 French verbs fully conjugated in 14 tenses. It includes every verb needed for everyday conversational use, with proverbs, expressions, pronunciation hints, and drills at the back. Each verb is listed alphabetically with its conjugation in all tenses and moods. Part of a bestselling series for language learners, it is one of the most comprehensive collections of French verb tables available."
44,Larousse French English Dictionary,"An updated, easy-to-read dictionary of the French language designed for a wide range of interests and professions. Provides keys to pronunciation, idioms, and conjugations in both French and English."
44,"Collins-Robert French-English, English-French Dictionary","This edition draws on Collins' and Le Robert's multi-million word databases of contemporary English and French to ensure the user has a complete and accurate picture of the contemporary language. It includes boxes to help with the most typical translation problems and has highlighted many of the most common lexical structures in both languages. In two colours, it makes looking up words very easy, and the dictionary also covers grammar points such as genders, plurals, irregular verbs, etc."
44,Detective LaRue: Letters from the Investigation,"The canine detective Ike LaRue, an obedience school dropout, sets out to prove his innocence when he is wrongly accused of terrorizing the Hibbins' cats and stealing their cat treats. Told through humorous letters to his vacationing owner Mrs. LaRue, with split-screen illustrations showing two versions of the same events. When a string of canary burglaries stalls the police investigation, Ike flees custody and takes matters into his own paws."
44,Collins Gem French Dictionary,"A compact bilingual French-English dictionary in paperback mini format. With over 600 pages, it covers a wide range of subjects from basic vocabulary to more specialized terminology. Its compact size makes it easy to carry around as a portable reference."
44,Dirty Hands,"A seven-act political drama set in the fictional country of Illyria between 1943 and 1945. The story revolves around Hugo, a young man charged with assassinating the leader of the communist party who wants to adopt controversial policies. The play explores themes of political idealism versus Realpolitik, the morality of violence in politics, and whether one can govern innocently. The play was met with controversy, with left-wing populations boycotting performances while right-wing party members welcomed it."
44,Merriam-Webster's French-English Dictionary,"A bilingual, bidirectional guide to French and North American English with extensive coverage of Canadian French. Features more than 80,000 entries and 100,000 translations with abundant examples of words used in context. Special sections include French Grammar, Conjugation of French Verbs, Common French Abbreviations, and French Numbers."
44,Larousse Pocket Dictionary: French-English/English-French,"An ideal dictionary for everyday use for anyone speaking, reading, or studying French. With its handy portable paperback format and clear, easy-to-use layout, it includes 180,000 words, phrases, and translations, hundreds of usage examples, abbreviations, acronyms, proper nouns, and verb conjugation tables."
44,Hedgie Blasts Off!,"More than anything Hedgie wants to be an astronaut and travel into space. He gets his chance the day the geyser Big Sparkler starts to sputter and fade on the tiny planet of Mikkop. Because only Hedgie can fit into the small spaceship, he flies to Mikkop where he finds out what is clogging up Big Sparkler and fixes the problem in an unusual way. He returns home a hero amid cheers from the aliens and scientists. Features an amazing gatefold illustration."
45,Honey... Honey... Lion! A Story from Africa,"For as long as anyone can remember, the honeyguide bird and the African honey badger have been partners when it comes to honey. Honeyguide finds the honeycomb, Badger breaks it open, and they share the sweetness inside. But this day, Badger keeps the honey for himself. The sly bird teaches him a lesson by leading him to a tree that camouflages not a hive but a ferocious lion. A humorous yet important moral about the importance of expressing appreciation. Ages 4-8."
45,I Wanna Iguana,"Alex just has to convince his mom to let him have an iguana, so he puts his arguments in writing. He promises that she won't have to feed it or clean its cage or even see it if she doesn't want to. Of course Mom imagines life with a six-foot-long iguana eating them out of house and home. The back-and-forth correspondence through notes will have kids in hysterics. The lively, imaginative illustrations show their polar opposite dreams of life with an iguana."
45,Froggy Eats Out,"Froggy is going out to dinner with his parents for their anniversary. He's hoping for burgers and flies, but Froggy's mother tells him Chez Yum is a very fancy restaurant. Froggy puts on his best clothes. At the restaurant, his mother warns him to 'be neat, be quiet, and don't put your feet on the table.' It's just too much to ask of a lively little frog. Froggy can't help himself as he sucks on ice and sugar, slurps spaghetti and flies, and flops and sings."
45,Fireflies,"A young boy is proud of having caught a jar full of fireflies, which seems to him like owning a piece of moonlight. But as the light begins to dim, he realizes he must set the insects free, or they will die. A timely reminiscence of a happy childhood memory that will linger in the minds of its readers."
45,Miss Smith's Incredible Storybook,"When Zack meets his second-grade teacher, Miss Smith, he can tell right away that her class will be different. Miss Smith has a knack for telling tales: when she reads from her incredible book, the stories literally spring to life. Then one day Miss Smith is late for school. The principal takes over and things get out of hand. The classroom is swarming with storybook characters from princesses to pirates to the three little pigs."
45,Froggy Plays T-Ball,"It's the first day of T-ball and Froggy can't wait. In his dreams he's hitting home runs and waving to the cheering crowd. But things never go quite right for Froggy. After he bonks his pal Max on the head with his bat, throws himself out at first base, and spends his time in the outfield catching real flies with his tongue, Froggy has one last chance to prove he's a T-ball star."
45,The Big Field,"Playing shortstop is a way of life for Hutch, not only is his hero Derek Jeter a shortstop, but so was his father, a former local legend turned pro. Which is why having to play second base feels like demotion. Yet that's where Hutch ends up after Darryl 'D-Will' Williams, the best shortstop prospect since A-Rod, joins the team. Hutch is cool with playing in D-Will's shadow, until the two shortstops in Hutch's life betray him in a way he never could have imagined."
45,"Back-to-School Fright from the Black Lagoon (Black Lagoon Adventures, No. 13)","The Black Lagoon Adventures series follows Hubie as he faces comically exaggerated fears about everyday school situations. In this installment, Hubie faces his back-to-school anxieties with humor. (AI)"
45,The Seer of Shadows,"The time is 1872. The place is New York City. Horace Carpetine has been raised to believe in science and rationality. So as apprentice to Enoch Middleditch, a society photographer, he thinks of his trade as a scientific art. But when wealthy society matron Mrs. Frederick Von Macht orders a photographic portrait, strange things begin to happen. Horace's first real photographs reveal a frightful likeness: it's the image of the Von Machts' dead daughter, Eleanora."
45,The Little Snowflake,"In this whimsical adventure, a bold snowflake leaps from his cloud in hopes of being part of a big snowman."
46,"Go, Dog. Go!","Written for beginning readers using only 75 different words, this beloved Beginner Book by P.D. Eastman features all kinds of wonderful dogs riding bicycles, scooters, skis, roller skates, and driving all sorts of vehicles on their way to a party held on top of a tree. Using a 75-word vocabulary and clear illustrations, pre-readers are introduced to the concepts of number, colour, and opposites."
