DDC,Title,description
870,Author and audience in Latin literature /,
870,Beyond Greek :,"""We take the existence of a literature in the Latin language for granted, but the emergence of this literature is a very strange moment in history. Latin literature should probably not have come into being in the form it took. This book explores the opening phase of Latin literature, from 240 to 140 BCE. The period begins with the first stage productions of Greek plays translated into Latin, which were also the first translations of Greek literary texts into any other language; it closes with the Romans in possession of a large-scale literature in Latin based on the literature of the Greeks, together with a developed historical tradition about their past and a mythology that connected them to the inheritance of the Greeks. The book uses a range of comparative evidence from both the ancient and the modern worlds in order to provide a context for understanding what the Romans did. The book recovers a great range of possibilities for cultural interaction in the ancient Mediterranean, with languages and texts sometimes interchanging quite freely and sometimes being blocked. The book argues that the Roman translation project and the resulting literature were highly anomalous in an ancient context: translation of literature was extremely rare in the world known to the Romans, and the ancient Mediterranean hosted many very successful cultures that had no kind of equivalent to the widely diffused text-based literary systems of the Greeks. The transformation of the Romans' Italian alliance into a Mediterranean imperial power provides the context for the revolution in their cultural life that led to what we call ""Latin literature."""" --"
870,The Cambridge critical guide to Latin literature /,"""The Cambridge Critical Guide to Latin Literature offers a critical overview of work on Latin literature. Where are we? How did we get here? Where to next? Fifteen commissioned chapters, along with an extensive introduction and Mary Beard's postscript, approach these questions from a range of angles. They aim not to codify the field, but to give snapshots of the discipline from different perspectives, and to offer provocations for future development. The Critical Guide aims to stimulate reflection on how we engage with Latin literature. Texts, tools and territories are the three areas of focus. The Guide situates the study of classical Latin literature within its global context from late antiquity to Neo-Latin, moving away from an exclusive focus on the pre-200 CE corpus. It recalibrates links with adjoining disciplines (history, philosophy, material culture, linguistics, political thought, Greek), and takes a fresh look at key tools (editing, reception, intertextuality, theory)""--"
870,The Celtic Latin tradition of biblical style /,
870,Collected papers on Latin literature /,
870,A commentary on the Satyrica of Petronius /,
870,Cry out and write :,
870,Empire and memory :,
870,England and the 12th-century renaissance /,
870,Explorations in Latin literature /,"""Aeneas' speech of defence before Dido (Aen. 4.333-61) is the longest and most controversial he delivers. Although by no means typical, it can open up some revealing perspectives over the rest of the poem. The exchange between the two, having as its kernel a dispute over obligations and responsibilities, requires some words of context""--"
870,Fasti romani :,
870,Fiction as history :,
870,Fighting for Rome :,
870,Florilegium Neolatinum :,
