DDC,Title,description
756,Database design and relational theory :,"Because databases often stay in production for decades, careful design is critical to making the database serve the needs of your users over years, and to avoid subtle errors or performance problems. In this book, CJ Date, a leading exponent of relational databases, lays out the principles of good database design. Database Design and Relational Theory investigates denormalization, implicit dependencies, redundancy, and many other topics. DBAs will produce better designs and keep their data centers running better through the ideas conveyed in this book. Questions that this book answers include: What is Heath's Theorem, and why is it important? What is The Principle of Orthogonal Design? What makes some JDs reducible and others irreducible? What is dependency preservation, and why is it important? Should data redundancy always be avoided? Can it be?"
756,Databases on modern hardware :,"It first presents a systematic way of eliminating such bottlenecks in online transaction processing workloads, which is based on minimizing unbounded communication, and shows several techniques that minimize bottlenecks in major components of database management systems. Then, it demonstrates the data and work sharing opportunities for analytical workloads, and reviews advanced scheduling mechanisms that are aware of nonuniform memory accesses and alleviate bandwidth saturation."
756,"Databases, types and the relational model :","""Databases, Types, and the Relational Model: The Third Manifesto is a proposal for the future direction of data and database management systems (DBMSs). It provide a precise, formal definition of an abstract model of data, to be considered as a foundation for the design of a DBMS and a database language.""--BOOK JACKET."
756,Getting started with Impala /,"Learn how to write, tune, and port SQL queries and other statements for a Big Data environment, using Impala - the massively parallel processing SQL query engine for Apache Hadoop. The best practices in this practical guide help you design database schemas that not only interoperate with other Hadoop components, and are convenient for administers to manage and monitor, but also accommodate future expansion in data size and evolution of software capabilities. Ideal for database developers and business analysts, Getting Started with Impala includes advice from Cloudera's development team, as well as insights from its consulting engagements with customers. Learn how Impala integrates with a wide range of Hadoop components Attain high performance and scalability for huge data sets on production clusters Explore common developer tasks, such as porting code to Impala and optimizing performance Use tutorials for working with billion-row tables, date- and time-based values, and other techniques Learn how to transition from rigid schemas to a flexible model that evolves as needs change"
756,MySQL cookbook /,"MySQL's popularity has brought a flood of questions about how to solve specific problems, and that's where this cookbook is essential. When you need quick solutions or techniques, this handy resource provides scores of short, focused pieces of code, hundreds of worked-out examples, and clear, concise explanations for programmers who don't have the time (or expertise) to solve MySQL problems from scratch. Ideal for beginners and professional database and web developers, this updated third edition covers powerful features in MySQL 5.6 (and some in 5.7). The book focuses on programming APIs in Python, PHP, Java, Perl, and Ruby."
756,Oracle 11i E-Business Suite from the front lines /,"Oracle 11i E-Business Suite from the Front Lines is the first book to compile the tips, techniques, and practical advice for administering Oracle E-Business Suite 11i. The author examines Active Directory Utilities, patching, cloning, and the new features that 11i brings to the market. The book benefits those with limited experience with Oracle Application but with more extensive background in Oracle Database Administration. This volume is valuable to systems administrators or DBAs who have experience with older versions of Oracle Financials and want to expand their knowledge to include the changes inherent in 11i.The book details the steps in installing a new 11i environment, and explains the process of upgrading from a 10.7 or an 11.0.3 release. It also explores the techniques and results of migrating from one maintenance release of 11i to another.This analysis offers you real-world hints and recommendations to help you with day-to-day tuning, troubleshooting, and maintenance and will help you deliver reliable service to your end users. It is also a helpful tool that enables managers and co-workers to understand the daily challenges that Apps DBAs face."
756,Oracle Database 12c :,"This book teaches the basics of the Oracle database, from a beginner's perspective to advanced concepts, using a hands-on approach. Each concept is explained with practical examples and code for clear and precise understanding of the topic. Using a practical approach, this new edition covers the detailed introspection of pluggable databases and explains practically the various new features incorporated in the new 12c version. It also explains how to retrieve, add, update and delete data in the Oracle database using SQL, SQL*PLUS and PL/SQL. In the process, it discusses the various data types and built-in functions of Oracle, as well as the sorting of records and the table operations. The text also includes coverage of advanced queries using special operators, Oracle security, indexing, and stored functions and procedures. The book is suitable for undergraduate engineering students of computer science and information technology, and students of computer applications. It can also be used as a reference by professionals pursuing short-term courses covering the Oracle database and students of Oracle certified courses."
756,Oracle database 12c release 2 in-memory :,"""This Oracle Press guide shows, step-by-step, how to optimize database performance and cut transaction processing time using Oracle Database 12c Release 2 In-Memory. Oracle Database 12c Release 2 In-Memory: Tips and Techniques for Maximum Performance features hands-on instructions, best practices, and expert tips from an Oracle enterprise architect. You will learn how to deploy the software, use In-Memory Advisor, build queries, and interoperate with Oracle RAC and Multitenant. A complete chapter of case studies illustrates real-world applications. Configure Oracle Database 12c and construct In-Memory enabled databases; Edit and control In-Memory options from the graphical interface; Implement In-Memory with Oracle Real Application Clusters; Use the In-Memory Advisor to determine what objects to keep In-Memory; Optimize In-Memory queries using groups, expressions, and aggregations; Maximize performance using Oracle Exadata Database Machine and In-Memory option; Use Swingbench to create data and simulate real-life system workloads.""--Amazon.com."
756,Oracle database 12c release 2 new features /,"Maximize the benefits of the powerful features available in Oracle Database 12c Release 2 using the hands-on information contained in this authoritative guide from Oracle Press. You will find everything you need to know to get up and running quickly on the latest Oracle Database release-and to fully utilize every new tool. Oracle Database 12c Release 2 New Features starts by showing, step-by-step, how to handle the installation, configuration, migration, and upgrade processes. From there, you will learn to effectively deploy new enhancements to Oracle Multitenant, Oracle In-Memory, and big data analytics. Improvements to security, availability, and performance are fully covered. The book offers thorough discussions of sharding, diagnostics, performance tuning, and the powerful new cloud capabilities of Oracle Database 12c Release 2."
756,Oracle database 12c release 2 performance tuning tips and techniques /,"You will find out how to find and fix bottlenecks, configure storage devices, use Oracle Enterprise Manager, and develop and execute effective queries. Start-to-finish instruction is provided for writing faster, cleaner SQL and PL/SQL code and building radically more efficient, secure, and durable systems. In-depth details throughout highlight new options available for tuning both Oracle Database 12c and 12c Release 2. Testing, reporting, and security enhancements are also covered in this hands-on guide from Oracle Press."
