DDC,Title,description
482,The Social Contract,Examines the foundations of legitimate political authority and argues that sovereignty rests with the people collectively through the social contract.
482,Discourse on the Origin of Inequality,Investigates the origins of social inequality and traces the development of human society from a state of nature to civil society.
482,"Emile, or On Education","Presents a philosophy of education centered on natural development, moral formation, and the cultivation of individual freedom."
482,Confessions (Rousseau),"Autobiographical narrative recounting personal experiences, intellectual development, and reflections on eighteenth-century"
482,Leviathan,"Develops a comprehensive theory of political order, arguing that a powerful sovereign is necessary to prevent conflict and maintain peace."
482,Two Treatises of Government,"Defends natural rights, limited government, and the principle that political authority derives from the consent of the governed."
482,An Essay Concerning Human Understanding,"Explores the nature, origins, and limits of human knowledge, emphasizing experience as the foundation of ideas."
482,A Letter Concerning Toleration,Advocates religious tolerance and argues for the separation of civil government from matters of individual belief.
482,The Prince,"Analyzes political leadership, power, and statecraft through examples drawn from history and contemporary Italian politics."
482,Discourses on Livy,"Reflects on republican government, civic virtue, and political institutions through a commentary on Roman history."
482,The Art of War (Machiavelli),"Discusses military organization, strategy, and the role of armed forces in preserving political independence."
482,On the Genealogy of Morals,"Investigates the historical development of moral concepts such as guilt, punishment, and responsibility."
482,Thus Spoke Zarathustra,"Philosophical narrative presenting ideas of self-overcoming, creativity, and the transformation of human values."
482,Beyond Good and Evil,Critiques traditional morality and explores the psychological and philosophical assumptions underlying ethical systems.
482,The Birth of Tragedy,Interprets ancient Greek tragedy through the interaction of artistic forces represented by Apollo and Dionysus.
482,The Gay Science,"Collection of reflections on culture, morality, knowledge, and the meaning of human existence."
482,Ecce Homo,Autobiographical work in which Nietzsche reviews his writings and explains the development of his philosophical outlook.
488,Groundwork of the Metaphysics of Morals,Investigates the foundations of moral philosophy and introduces the concept of the categorical imperative as the supreme principle of morality.
488,Critique of Pure Reason,"Examines the limits and capacities of human reason, seeking to determine how knowledge is possible and what can be known independently of experience."
488,Critique of Practical Reason,"Develops Kant's moral philosophy by exploring practical reason, freedom, duty, and the moral law."
488,Critique of the Power of Judgment,"Explores aesthetic judgment and teleology, connecting the realms of nature and freedom within Kant's philosophical system."
488,The Metaphysics of Morals,"Presents a systematic account of moral duties, legal obligations, and ethical principles governing human conduct."
488,Prolegomena to Any Future Metaphysics,Offers a concise introduction to the central arguments of critical philosophy and the possibility of metaphysical knowledge.
488,Perpetual Peace,"Proposes principles for establishing lasting peace among nations through republican government, international law, and cosmopolitan rights."
488,Idea for a Universal History with a Cosmopolitan Purpose,Argues that human history can be understood as a progressive development of reason and freedom on a global scale.
488,The Phenomenology of Spirit,Traces the development of consciousness from immediate experience to absolute knowledge through a series of historical and philosophical stages.
488,Science of Logic,"Examines the fundamental categories of thought and develops a dialectical account of logic, being, essence, and concept."
488,Philosophy of Right,"Analyzes freedom, law, morality, civil society, and the modern state within a comprehensive political philosophy."
488,Philosophy of History,Interprets world history as the progressive realization of human freedom through historical development.
488,Aesthetics: Lectures on Fine Art,"Examines the nature of art, artistic beauty, and the historical evolution of artistic forms."
488,Philosophy of Nature,Explores natural phenomena as moments within a broader philosophical account of reality and development.
488,"Human, All Too Human","Collection of aphorisms examining morality, religion, culture, psychology, and the origins of human beliefs."
490,The Wealth of Nations,"Adam Smith's masterpiece, first published in 1776, is regarded as a foundation of modern economic thought and one of the most influential accounts of the rise and principles of capitalism. The work explores labor, trade, government, education, business, ethics, and economic growth, presenting concepts that continue to shape contemporary discussions of political economy and markets."
490,The Theory of Moral Sentiments,"Long before writing on free markets and economics, Smith examined conscience, virtue, moral judgment, and humanity's concern for the welfare of others. This classic study investigates the ethical foundations of social life and remains influential in discussions of morality, public life, and economic behavior."
490,Capitalism and Freedom,Competitive capitalism is presented as both a mechanism for achieving economic freedom and a necessary condition for political freedom. The book offers a concise statement of Milton Friedman's influential economic philosophy and examines how government power can be limited while preserving individual liberty.
490,The Social Contract,"Rousseau's influential political treatise argues that legitimate political authority rests on an agreement among free citizens who collectively determine the laws under which they live. Concepts of popular sovereignty, civic freedom, and the general will made the work a cornerstone of modern democratic and republican thought."
