DDC,Title,description
55,Rain Formation in Warm Clouds General Systems Theory,"This book aims to promote the understanding of some of the basic mathematical and scientific issues in the subjects relating to climate dynamics, chaos and quantum mechanics. It is based on substantial research work in atmospheric science carried out over twenty years. Atmospheric flows exhibit self similar fractal fluctuations, a signature of long-range correlations on all space-time scales. Realistic simulation and prediction of atmospheric flows requires the incorporation of the physics of observed fractal fluctuation characteristics in traditional meteorological theory. A general systems theory model for fractal space-time fluctuations in turbulent atmospheric flows is presented and applied to the formation of rain in warm clouds. This model gives scale-free universal governing equations for cloud growth processes. The model predicted cloud parameters are in agreement with reported observations, in particular, the cloud drop-size distribution. Rain formation can occur in warm clouds within 30 minutes as observed in practice under favourable conditions of moisture supply in the environment. Traditional cloud physical concepts for rain development requires over an hour for a full-sized raindrop to form. The book provides background reading for postgraduate students of Meteorology, Atmospheric Sciences/Physics, Environmental Sciences, and scientists working in the field of the topic of the book as well as the multidisciplinary field of Nonlinear Dynamics and Chaos."
55,LaTeX and Friends (X.media.publishing),"LaTeX is a free, automated state-of-the-art typesetting system. This book teaches all the ins and outs of LaTeX which are needed to write an article, report, thesis, or book. The book teaches by example, giving many worked out examples showing input and output side by side. The book presents the most recent techniques for presenting data plots, complex graphics, and computer presentations, but does not require previous knowledge. However, it is also a reference for the more seasoned user, with pointers to modern techniques and packages. Recurring themes in the book are consistent and effective presentation, planning and development, controlling style and content, and maintenance."
55,Programming Languanges ABC,"An alphabet board book that takes you and your kid from Ada to Zimbu, with a snippet of code from each language to help them say hello to the world of software development-- Provided by publisher."
55,Volksparteien ohne Volk: Das Versagen der Politik,"In zweistelligen Prozentzahlen kündigt das Volk den Volksparteien die Gefolgschaft auf. Wahlverweigerung, Protestwahl, Mitgliederschwund hei en die Stichworte. Hans Herbert von Arnim, prominenter Parteienkritiker der ersten Stunde, rechnet - gewohnt provokant, verständlich und faktenreich - mit der Parteienkaste ab. Er nimmt den 60. Geburtstag des Grundgesetzes, den 20. Jahrestag der friedlichen deutschen Revolution sowie 15 Wahltermine im Jahr 2009 zum Anlass, Parteien, Politiker und das von ihnen manipulierte Wahlsystem, eigentlich das wichtigste demokratische Machtinstrument, kritisch zu durchleuchten und Reformen anzumahnen. (Quelle: Text Schutzumschlag / Verlag)."
55,The Intelligent Lifestyle Magazine: Smart Editorial Design,"Storytelling and Journalism,How can infographics help magazines and newspapers succeed? Francesco Franchi, author of Designing News, answers this question in The Intelligent Lifestyle Magazine.Francesco Franchi is the art director of IL: Intelligence in Lifestyle, the monthly magazine supplement to the Italian daily newspaper Il Sole 24 Ore. From its typography concept to its infographics, its striking Edited byial design makes a significant contribution to the high brand recognition that IL enjoys worldwide. The Intelligent Lifestyle Magazine is the first comprehensive monograph about this magazine. From an insider's perspective, it tells the story of how IL's consistent visual and journalistic quality developed. Numerous examples are used to explain Edited byial concepts and branding elements. The book offers inspiration for art directors, designers, media professionals, and anyone who ever wished they could learn more about this groundbreaking Italian publication in English."
55,Commonsense Computer Security: Your Practical Guide to Preventing Accidental and Deliberate Electronic Data Loss,"How important is your information? ""How much would it matter if your computer systems and their data were lost by accident?; tampered with maliciously?; destroyed by terrorist attack?; unavailable because of inefficient procedures?; plagued by viruses?; and stolen by competitors?"" ""Information is an essential but vulnerable corporate asset. Who is responsible for its safety? Computer specialists? Security staff? Auditors? Or is it a key management issue?"" ""Computer security is a people problem, not a machine problem, and ultimate responsibility lies with management. It need not be expensive, complicated or technical. Every organization can actively and cost-effectively protect its information resources with the practical strategies offered by this book."" ""Commonsense Computer Security contains all you need to know to review or refine your security arrangements - whether you use a personal computer, mainframe or nationwide network. Fully revised and updated, this second edition brings you up-to-date on latest developments and includes coverage of legislation and computer crime; addresses critical business issues to help you decide on the best protection policy for your organization; and guides you on risk analysis, identifying the specific threats against key systems."" ""Martin Smith's essential guide will ensure you feel confident that every possible means of protecting your data is explored, and offers solutions that can be implemented today.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved"
55,Microsoft Basic 7.1: A Programmer's Reference,"BASIC 7.1 features enhanced programming development tools that enable programmers to write faster, tighter codes for large and complex business applications. This concise, practical reference offers programmers complete and easily accessible information on every aspect of program development with BASIC 7.1. Organized by programming task for quick and easy reference, Microsoft Basic® 7.1 focuses on the most essential programming information. It's packed with code examples, code fragments and complete programs to demonstrate programming techniques as well as includes screen shots and diagrams to clarify more complex procedures. Also includes important information on the use of BASIC, structured programming, programming with graphics, managing disk files, debugging, and error handling. "
55,Reliable Distributed Computing with the Isis Toolkit,"Reliable Distributed Computing with the Isis Toolkit presents technical results documenting various internal aspects of Isis along with less technical results illustrating how systems are used to develop closely coupled and fault-tolerant application environments. The text consists of 20 papers that document Isis and describe its important applications. The first section deals with the underlying ideas of the Isis system. The second section describes design alternatives, the Horus system, integrating security in a group-oriented distributed system, and high availability in a real-time system. The third section examines the protocols used in Isis and Horus. The last section contains user-contributed papers on Isis applications and tools. "
55,Zum 150. Todestag: Albrecht von Graefe (1828-1870): Das Gewissen der Augenheilkunde in Deutschland (German Edition),"Das Leben Albrecht von Graefes war von großen Höhen und Tiefen geprägt, so dass es noch heute - 150 Jahre nach seinem Ableben - berührt. Neben dem frühen Tod an Tuberkulose mit 42 Jahren, dem Verlust zweier Kinder im ersten Lebensjahr und dem frühen Verlust von Mutter und insbesondere Vater stehen für ihre Zeit großartige klinische und wissenschaftliche Erfolge. Albrecht von Graefe kann daher zu Recht als Begründer der modernen Ophthalmologie und als ,,augenärztlicher Lehrer des Erdkreises"" angesehen werden. Er war ein großer Weltbürger, Europäer, Deutscher und Berliner. Diese Biographie ist insofern auch ein kleines Stückchen deutscher - genauer preußischer - und Berliner Zeitgeschichte. Mit der ,,Deutschen Ophthalmologischen Gesellschaft"" (DOG) und dem ,,Graefe-Archiv"" sind immer noch zwei seiner Gründungen lebendig. Genauso beeindruckend  wie seine klinischen und wissenschaftlichen Leistungen war aber seine Persönlichkeit. Vor allem diese wird im vorliegenden Buch ausführlich mit Zitaten von ihm selbst, aber auch von Kollegen und Freunden beleuchtet. Das Bild, welches dadurch entsteht, ist das eines großartigen, aber eben auch zerbrechlichen Menschen, der mit seinen Wertvorstellungen zeitloses Vorbild, ja immer noch das Gewissen der Augenheilkunde in Deutschland ist."
55,"Der Laplacesche Dämon: Kosmos, Erde, Mensch und Atom in Differentialgleichungen (German Edition)","Dieses Buch nimmt Sie mit auf eine spannende Reise durch die Welt der Wissenschaft: von den Fallgesetzen des Galilei bis zu Einsteins Gravitationswellen, von Newtons Axiomen bis zum Wasserstoffatom, von der natürlichen Auslese bis zum Schwarmverhalten, von der Skala der Empfindungen bis zu den Grenzen des Wachstums auf unserem Planeten. Sie lernen Differentialgleichungen als mächtiges Instrument kennen, das die Mathematik zur Erforschung der Natur bereitstellt. Ihre Lösungen enthüllen, um mit Laplace zu sprechen, die Bewegungen der größten Weltkörper und des kleinsten Atoms und vieles von dem, was dazwischen liegt - einschließlich unserer selbst. Lassen Sie sich von Wolfgang Tschirk begeistern: Er gewährt Ihnen einen unterhaltsamen Blick auf die Verstandesleistungen jener, die dem Laplaceschen Dämon Stück für Stück sein Geheimnis ablauschen. Um Macht und Schönheit der Differentialgleichungen zu erleben, sollten Sie Affinität zur Mathematik mitbringen und auchvor Formeln nicht zurückschrecken. Aber Sie werden sehen: Entgegen ihrem Ruf sind Differentialgleichungen im Grunde leicht zu verstehen und oft sogar leicht zu lösen."
55,Die Geschichte der Bauingenieurkunst,"Seit ihrem ersten Erscheinen im Jahre 1949 ist Straubs ""Geschichte der Bauingenieurkunst"" zu einem Standardwerk f#65533;r Fachleute und Laien geworden. Von den Kanal- und Stra#65533;enbauten der Antike #65533;ber die Kirchengew#65533;lbe des Mittelalters bis zu den ma#65533;geblichen Leistungen der letzten beiden Jahrhunderte werden Geschichte und Entwicklung der Bauingenieurkunst und ihrer gro#65533;en Vertreter spannend und gut lesbar dargestellt. F#65533;r die erheblich erweiterte und teilweise neu bebilderte 4. Auflage wurde der Text sorgf#65533;ltig #65533;berpr#65533;ft, aktualisiert, fortgef#65533;hrt und mit neuen Anmerkungen, einer stark erweiterten Zeittafel sowie ausf#65533;hrlichen Registern versehen."
55,Handwerk. Von den Anfängen bis zur Gegenwart,"Von der Vor- und Frühgeschichte bis in unser Jahrhundert führt diese erste umfassende Geschichte des Handwerks und erzählt dabei zugleich eine spannende Geschichte der Menschheit. Denn alle Kultur- und Zivilisationsschritte sind in irgendeiner Form mit dem Handwerk verbunden. Handarbeit ist eine entscheidende Grundfähigkeit des Menschen sowie Ursprung und Grundlage allen Handwerks. Handwerk erfindet, nutzt und verbessert Werkzeug. Es wird praktisch erlernt und praktisch weitergegeben. Die Autoren, alles ausgewiesene Handwerkshistoriker, führen uns in diesem reich bebilderten Band in die Welt von Töpfern und Schmieden, Gilden und Zünften, aber auch zu Elektrikern und Mechanikern unserer Zeit. Sie zeigen eindrucksvoll, wie sich das Handwerk vom Faustkeil bis zum Inbusschlüssel gewandelt hat. Die ungewöhnliche Zeitreise wird ergänzt durch zahlreiche Infokästen zu bedeutenden Handwerkern und handwerklichen Techniken.(Verlagstext) Ansprechender und schön illustrierter Überblick über die Geschichte des Handwerks in Europa - von der Frühgeschichte bis heute. (Heidi Debschütz)"
55,Das Falken- und Hundebuch des Kalifen al-Mutawakkil : ein arabischer Traktat aus dem 9. Jahrhundert,"Die Zeit der frühen Abbasiden ist bekannt für ihre kulturelle Blüte. Auf allen Gebieten wurde das Wissen der Griechen, Perser und anderer Kulturen zusammengetragen und ins Arabische übersetzt. Das neu erschlossene Material wurde zugleich Ausgangspunkt eigenständiger Werke. Zu wenig ist freilich über die Werke selbst bekannt. Viele gingen später verloren oder harren noch der Wiederentdeckung. Der vorliegende Band macht ein weiteres davon zugänglich. Muhammad ibn 'Abdallah al-Bazyar verfasste es für den Kalifen al-Mutawakkil (847-861) und trug seinem Herrn darin zusammen, was über Falken und Hunde bekannt war, insbesondere über deren Behandlung bei Krankheiten - ein großes Bedürfnis, denn die Beizjagd, die Jagd mit Falken und Hunden, zählte nicht nur zu den liebsten Freizeitbeschäftigungen der Kalifen, sondern war geradezu ein höfisches Ritual. Im 13. Jahrhundert wurde das Werk des al-Bazyar unter Friedrich II. (1194-1250) ins Lateinische und wohl unter Alfons dem Weisen (1221-1284) ins Kastilische übersetzt und entwickelte sich in der Folge im Abendland zu einem der meistverbreiteten Handbücher seiner Art. Der Vergleich der bereits gut erschlossenen Übersetzungen mit dem nunmehr zugänglichen arabischen Original bietet neue Einsichten in den Prozess des orientalisch-okzidentalischen Wissenstransfers in dieser Zeit."
