DDC,Title,description
868,American value :,
868,The art of worldly wisdom /,
868,Borges and Kafka :,"Sarah Roger investigates Jorge Luis Borges's development as an author in light of Franz Kafka's influence, and in consideration of Borges's relationship with his father, Jorge Guillermo Borges (Borges pere, a failed author). Borges believed that much of Kafka's writing derived from his personal experiences, particularly his relationship with his father. This book looks at how reading Kafka helped Borges mediate and make productive use of his own relationship with his father, and it offers a thorough analysis of Borges pere's writing, which is supplemented by an appendix that reprints Borges pere's poetry for the first time. Borges and Kafka also provides extensive analysis of Kafka's presence in Borges's critical writing, his translations, and the stories that he modelled on Kafka. Particular attention is paid to the concepts that Borges identified as Kafka's obsessions: subordination, infinity, and hierarchical relationships, which Borges referred to as the 'patria potestad.' Roger's analysis is accompanied by an annotated bibliography documenting every mention of Kafka in Borges's writing and a list of every Kafka text Borges read. Kafka's influence is especially evident in the stories where Borges was openly imitating Kafka-'La loteria en Babilonia' (1941), 'La biblioteca de Babel' (1941), and 'El Congreso' (1971)-but it features throughout Ficciones. Reading Borges's writing in light of his interest in Kafka demonstrates his focus not just on the individual's subordinate place in an infinite hierarchy but also on the repercussions these circumstances had for a struggling author like Borges, who was seeking to define himself through his writing."
868,Borges on writing /,
868,"Borges, between history and eternity /",
868,The Cambridge Companion to Jorge Luis Borges /,
868,The city of translation :,"A study of the relationship between literary translation, authoritarian politics, linguistic ideologies, juristic philology, religion, and poetry in late nineteenth-century Colombia."
868,Colonial angels :,
868,Desire and dissent :,
868,Diasporic generations :,
868,Eminent maricones :,
868,Federico Garcia Lorca /,
868,Hispanic migration and urban development :,
868,Hispanic U.S.A. :,
868,Hispanic/Latino identity :,
868,In search of duende /,
868,In the green morning :,
868,Irony and self-knowledge in Francisco Lopez de Villalobos /,
868,Irony and the logic of the romantic imagination /,
