DDC,Title,description
000,Ku Chieh-kang and China`s new history;,
000,Ku Chieh-kang and China`s new history;,
036,Analyzing narrative :,"""The socially minded linguistic study of storytelling in everyday life has been rapidly expanding. This book provides a critical engagement with this dynamic field of narrative studies, addressing long-standing questions such as definitions of narrative and views of narrative structure but also more recent preoccupations such as narrative discourse and identities, narrative language, power and ideologies. It also offers an overview of a wide range of methodologies, analytical modes and perspectives on narrative from conversation analysis to critical discourse analysis, to linguistic anthropology and ethnography of communication. The discussion engages with studies of narrative in multiple situational and cultural settings, from informal-intimate to institutional. It also demonstrates how recent trends in narrative analysis, such as small stories research, positioning analysis and sociocultural orientations, have contributed to a new paradigm that approaches narratives not simply as texts, but rather as complex communicative practices intimately linked with the production of social life""--"
036,Applied narrative psychology /,"""Narrative psychology is at the heart of what it is to be human : we are storytellers. This book employs narrative to enable practitioners to deal more effectively with their clients by providing a series of techniques to improve response and practice""--"
036,Crafting stories for virtual reality /,"We are witnessing a revolution in storytelling. Publications all over the world are increasingly using immersive storytelling―virtual reality, augmented reality and mixed reality―to tell compelling stories. The aim of this book is to distill the lessons learned thus far into a useful guide for reporters, filmmakers and writers interested in telling stories in this emerging medium. Examining ground-breaking work across industries, this text explains, in practical terms, how storytellers can create their own powerful immersive experiences as new media and platforms emerge."
036,Curated fiction :,"""Curated Fiction presents a new theory and methodology for developing, drafting and refining creative writing. At the intersection of literary studies and creative writing, this book develops a new theory for analysing how novelists use narrative point-of-view to direct readers' trust. The book defines the parameters and practice of one possible approach to the creative development of a work of long-form fiction. The value underpinning this approach will be drawn from the theories that inform it, such as Irene Kacandes's work on Talk Fiction, Bakhtinian concepts of polyphony and Gerald Prince's concept of the Disnarrated. In offering critical analyses of existing literary works, such as Waterland and As I Lay Dying Curated Fiction will afford examination of theory in practice, in differing literary forms and contexts before making practical connections with the craft of writing through the analysis of an original short story, 'Foxes'""--"
036,Digital storytelling :,
036,Double ten :,
036,"Double ten, Captain O'Banion's story of the Chinese revolution = 雙十 /",
036,Edward II :,"The reign of Edward II was a succession of disasters. Unkingly, inept in war, and in thrall to favourites, he preferred digging ditches and rowing boats to the tedium of government. His infatuation with a young Gascon nobleman, Piers Gaveston, alienated even the most natural supporters of the crown. Hoping to lay the ghost of his soldierly father, Edward I, he invaded Scotland and suffered catastrophic defeat at the Battle of Bannockburn. After twenty ruinous years, betrayed and abandoned by most of his nobles and by his wife and her lover, Edward was imprisoned in Berkeley Castle and murdered - the first English king since the Norman Conquest to be deposed."
036,Engagements with narrative /,"""Balancing key foundational topics with new developments and trends, Engagements with Narrative offers an accessible introduction to narratology. As new narrative forms and media emerge, the study of narrative and the ways people communicate through imagination, empathy, and storytelling is especially relevant for students of literature today. Janine Utell presents the foundational texts, key concepts, and big ideas that form narrative theory and practical criticism, engaging readers in the study of stories by telling the story of a field and its development. Distinct features designed to initiate dialogue and debate include: - Coverage of philosophical and historical contexts surrounding the study of narrative - An introduction to essential thinkers along with the tools to both use and interrogate their work - A survey of the most up-to-date currents, including mind theory and postmodern ethics, to stimulate conversations about how we read fiction, life writing, film, and digital media from a variety of perspectives. - A selection of narrative texts, chosen to demonstrate critical practice and spark further reading and research - ""Engagement"" sections to encourage students to engage with narrative theory and practice through interviews with scholars This guide teaches the key concepts of narrative--time, space, character, perspective, setting--while facilitating conversations among different approaches and media, and opening paths to new inquiry. Engagements with Narrative is ideal for readers needing an introduction to the field, as well as for those seeking insight into both its historical developments and new directions""--"
036,Form-function relations in narrative development :,"This book provides insights into the development toward narrative competence, and illustrates multifaceted patterns in the developing capacity to create globally coherent narrative texts. The methodology draws from both a psycholinguistic approach to narrative development, systemic functional linguistics, and writing pedagogy theory. This book extends previous studies on narrative writing development since it provides a multifaceted window into the progression of narrative development, from elementary school through secondary school and university to life as a professional journalist and writer. It also shows how narrative writing development is related to the cognitive, emotional/psychological and social development of the individual."
036,Handbook of narrative analysis /,"""Handbook of Narrative Analysis is the go-to book for understanding and interpreting narrative. Luc Herman and Bart Vervaeck have revised and extended the first edition by describing and applying the last fifteen years of cutting-edge scholarship in the field of narrative theory""--"
036,Impeachment :,
036,Impeachment of a President :,
036,The language of life and death :,
036,The language of stories :,"""The relationship between language and literature is a contentious issue. On the one hand, it may simply be described as a relationship between raw material and a finished product - language provides the basis on which creative and unique works of literature emerge. On the other hand, once we look at meaning, the dividing lines begin to fade - it is difficult to define a sharp boundary separating the meaning of literary works and the meaning of other texts. One way of downplaying the obvious links is to claim that fiction engages knowledge much broader and culturally specific than every-day use of language does. But that would be an exaggeration. One could not follow an ordinary discussion of, say, climate change if one did not have any prior knowledge of the issue""--"
036,"Music, health, and wellbeing /",
036,The Namib Desert :,"When you hear the word ""desert,"" what do you think of? If you imagine more than just endless sand, heat, and emptiness, Jurgen Wettke's The Namib Desert is the perfect photo book for you. With an excellent eye for unusual structures and colors, Wettke invigorates our imagination and shows us that the desert is a place of unexpected variety. There are only a few landscapes on earth like Namibia where shapes and colors change so rapidly while giving such an immediate feel for how our world originally came to be. Jurgen Wettke has masterfully captured this ambivalence on film and preserved once-in-a-lifetime moments of ephemeral beauty."
036,Narrative /,
036,Narrative theory :,"""Kent Puckett's Narrative Theory provides anaccount of a methodology increasingly central to literary studies, film studies, history, psychology and beyond. In addition to introducing readers to some of the field's major figures and their ideas, Puckett situates critical and philosophical approaches towards narrative within a longer intellectual history. The book reveals one of narrative theory's founding claims - that narratives need to be understood in terms of a formal relation between story and discourse, between what they narrate and how they narrate it - both as a necessary methodological distinction and as a problem characteristic of modern thought. Puckett thus shows that narrative theory is not only a powerful descriptive system but also a complex and sometimes ironic form of critique. Narrative Theory offers readers an introduction to the field's key figures, methods, and ideas and also reveals that field as unexpectedly central to the history of ideas""--"
036,"Narrative, interrupted :",
036,Narrativity in action :,This monograph highlights the significance of narrative tools for the analysis of language behaviour in various social situations and considers narrativity as a natural human way of making sense. Through narration we develop unique modes of comprehending reality and dealing with its complicated structure. The analysis elaborates narrating as a dialogical experience and highlights its important role in coaching and in personalised education. Additionally it throws light on the modern city narrative as a literary genre. Lastly the authors develop the aspects of narrativity in the act of conversion in evangelical churches as an instance of identity enactment explaining the modern trends in preaching in charismatic evangelical churches.
036,New narratives :,
036,El pequeño Larousse ilustrado 2006.,
036,Presidential impeachment :,
036,Queen Isabella :,"Conspiracy, treason, perjury, and forgery, along with political assassination, and several deadly sins ... [the author of this book] exhibits a breathtaking grasp of the physical and cultural context of Queen Eleanor's life."
036,"Stories, meaning, and experience :",
036,The Bert Konowitz vocal improvisation method : a complete course of study that develops vocal improvisation skills in both jazz and rock styles.,
036,Tradition and transformation :,
036,Translating and interpreting specific fields :,"The volume contains pioneering studies by experts in translating and interpreting specific fields. The book makes a notable contribution to this uncharted area of Translation and Interpreting Studies. This collection presents a theoretical perspective and the practical aspects in translation and interpreting of the specific fields of Engineering, Health, Humanities, Service, Social and Behavioural Sciences. It provides guidance for the methodology applicable to translating and interpreting specific fields on the whole as well as clues for the training of translation and interpreting."
036,Transmedia change :,"""This book examines and illustrates the use of design principles, design thinking, and other empathy research techniques in university and public settings, to plan and ethically target socially-concerned transmedia stories and evaluate their success through user experience testing methods. All media industries continue to adjust to a dispersed, diverse, and dilettante mediascape where reaching a large global audience may be easy but communicating with a decisive and engaged public is more difficult. This challenge is arguably toughest for communicators who work to engage a public with reality rather than escape. The chapters in this volume outline the pedagogy and practice of design, empathy research methods for story development, transmedia logics for socially-concerned stories, development of community engagement and the embrace of collective narrative, art and science research collaboration, the role of mixed and virtual reality in prosocial communication, ethical audience targeting, and user experience testing for storytelling campaigns. Each broad topic includes case examples and full case studies of each stage in production. Offering a detailed exploration of a fast-emerging area, this book will be of great relevance to researchers and university teachers of socially-concerned transmedia storytelling in fields such as journalism, documentary filmmaking, education, and activism""--"
036,Transmedia change :,"""This book examines and illustrates the use of design principles, design thinking, and other empathy research techniques in university and public settings, to plan and ethically target socially-concerned transmedia stories and evaluate their success through user experience testing methods. All media industries continue to adjust to a dispersed, diverse, and dilettante mediascape where reaching a large global audience may be easy but communicating with a decisive and engaged public is more difficult. This challenge is arguably toughest for communicators who work to engage a public with reality rather than escape. The chapters in this volume outline the pedagogy and practice of design, empathy research methods for story development, transmedia logics for socially-concerned stories, development of community engagement and the embrace of collective narrative, art and science research collaboration, the role of mixed and virtual reality in prosocial communication, ethical audience targeting, and user experience testing for storytelling campaigns. Each broad topic includes case examples and full case studies of each stage in production. Offering a detailed exploration of a fast-emerging area, this book will be of great relevance to researchers and university teachers of socially-concerned transmedia storytelling in fields such as journalism, documentary filmmaking, education, and activism""--"
039,Aboriginal art /,"In this book, Howard Morphy, one of the foremost authorities in this field, survey the great variety of Aboriginal art to reveal what it means to its makers and users and what it can tell us about the societies that produce it."
039,Aboriginal art /,
