DDC,Title,description
86,An analysis of Christopher R. Brownings' Ordinary men :,"""Of all the controversies facing historians today, few are more divisive or more important than the question of how the Holocaust was possible. What led thousands of Germans--many of them middle-aged reservists with, apparently, little Nazi zeal--to willingly commit acts of genocide? Was it ideology? Was there something rotten in the German soul? Or was it--as Christopher Browning argues in this highly influential book--more a matter of conformity, a response to intolerable social and psychological pressure?Ordinary Men is a microhistory, the detailed study of a single unit in the Nazi killing machine. Browning evaluates a wide range of evidence to seek to explain the actions of the ""ordinary men"" who made up reserve Police Battalion 101, taking advantage of the wide range of resources prepared in the early 1960s for a proposed war crimes trial. He concludes that his subjects were not ""evil;"" rather, their actions are best explained by a desire to be part of a team, not to shirk responsibility that would otherwise fall on the shoulders of comrades, and a willingness to obey authority. Browning's ability to explore the strengths and weaknesses of arguments--both the survivors' and other historians'--is what sets his work apart from other studies that have attempted to get to the root of the motivations for the Holocaust, and it is also what marks Ordinary Men as one of the most important works of its generation.""--Provided by publisher."
86,"An analysis of Ian Kershaw's The ""Hitler Myth"" :","Few historical problems are more baffling in retrospect than the conundrum of how Hitler was able to rise to power in Germany and then command the German people – many of whom had only marginal interest in or affiliation to Nazism – and the Nazi state. It took Ian Kershaw – author of the standard two-volume biography of Hitler – to provide a truly convincing solution to this problem. Kershaw's model blends theory – notably Max Weber's concept of 'charismatic leadership' – with new archival research into the development of the Hitler 'cult' from its origins in the 1920s to its collapse in the face of the harsh realities of the latter stages of World War II. Kershaw's model also looks at dictatorship from an unusual angle: not from the top down, but from the bottom up, seeking to understand what ordinary Germans thought about their leader."
86,"Brill's Companion to the Classics, Fascist Italy and Nazi Germany /","The first ever guide to the manifold uses and reinterpretations of the classical tradition in Mussolini's Italy and Hitler's Germany, Brill's Companion to the Classics, Fascist Italy and Nazi Germany explores how political propaganda manipulated and reinvented the legacy of ancient Greece and Rome in order to create consensus and historical legitimation for the Fascist and National Socialist dictatorships. The memory of the past is a powerful tool to justify policy and create consensus, and, under the Fascist and Nazi regimes, the legacy of classical antiquity was often evoked to promote thorough transformations of Italian and German culture, society, and even landscape. At the same time, the classical past was constantly recreated to fit the ideology of each regime."
86,"Catherine, the Princess of Wales :","Kate Middleton's life's story seems like a modern-day fairy-tale.An attractive, clever, and ambitious girl from unexceptional beginnings meets and falls in love with a wealthy prince destined to be King when they are both university undergraduates. Now, with the British monarchy in transition, Catherine is Princess of Wales and is set to become Queen.Since her wedding on 29 April 2011, Catherine has endeared herself to the people of the UK, the Commonwealth and worldwide on her extensive travels, with her infectious smile, sense of style and down-to-earth nature. Her self-deprecation, willingness to laugh at herself, solid work-ethic - along with her husband, William, warmth, and accessibility - this royal family's dynamic duo have become the most popular members of the Royal Family. But it's not come without its fair share of commentary and scandal, particularly with recent revelations on the relationship of the 'Fab Four' with Prince Harry and Meghan Markle as well as her own health scares.As interest in the royals continues to gain legions of new, younger fans, there is increasing interest in their histories and back stories of the principal players in this story. This book aims to discover, through talking to close sources both on and off the record within the royal household, what has made Catherine the woman she is today."
86,Culture in the third Reich /,"'It's like being in a dream', commented Joseph Goebbels when he visited Nazi-occupied Paris in the summer of 1940. Dream and reality did indeed intermingle in the culture of the Third Reich, racialist fantasies and spectacular propaganda set-pieces contributing to this atmosphere alongside more benign cultural offerings such as performances of classical music or popular film comedies. A cultural palette that catered to the tastes of the majority helped encourage acceptance of the regime. The Third Reich was therefore eager to associate itself with comfortable middle-brow conventionality, while at the same time exploiting the latest trends that modern mass culture had to offer. And it was precisely because the culture of the Nazi period accommodated such a range of different needs and aspirations that it was so successfully able to legitimize war, imperial domination, and destruction. Moritz Foellmer turns the spotlight on this fundamental aspect of the Third Reich's successful cultural appeal in this ground-breaking new study, investigating what 'culture' meant for people in the years between 1933 and 1945: for convinced National Socialists at one end of the spectrum, via the legions of the apparently 'unpolitical', right through to anti-fascist activists, Jewish people, and other victims of the regime at the other end of the spectrum. Relating the everyday experience of people living under Nazism, he is able to give us a privileged insight into the question of why so many Germans enthusiastically embraced the regime and identified so closely with it."
86,Dachau and the SS :,"Dachau and the SS studies the concentration camp guards at Dachau, the first concentration camp and a national 'school' of violence for its concentration camp personnel. Set up in the first months of Adolf Hitler's rule, Dachau was a bastion of the Nazi 'revolution' and a key springboard for the ascent of Heinrich Himmler and the SS to control of the Third Reich's terror and policing apparatus. Throughout the pre-war era of Nazi Germany, Dachau functioned as an academy of violence where concentration camp personnel were schooled in steely resolution and the techniques of terror. An international symbol of Nazi depredation, Dachau was the cradle of a new and terrible spirit of destruction."
86,Eight days in May :,"""The best-selling author of ""Hitler: Ascent"" and ""Hitler: Downfall"" reconstructs the chaotic, otherworldly last days of Nazi Germany. On April 30, 1945, in a bunker deep beneath the Old Reich Chancellery, Adolf Hitler and his newly wedded wife, Eva Braun, killed themselves. But Nazi Germany lived on, however briefly. The subsequent eight days were among the most turbulent in history, witnessing not only the final battles of World War II and the collapse of the Wehrmacht, but the near-total disintegration of the once-mighty Third Reich. In a taut, propulsive narrative, eminent historian Volker Ullrich depicts the final days of the Nazi empire through the eyes of Germans, both famous and ordinary, who experienced them. He takes us inside the phantomlike regime of Hitler's chosen successor, Admiral Karl Dönitz, while capturing the drama of a society in its death throes--from mass suicides to fanatics calling for one last stand. Integrating an astonishing variety of new primary sources, Ullrich offers an indispensable account of the costs of mass delusion""--"
86,England after the great recession :,"""An exploration of the recent financial crisis which argues that the hitherto dominant intellectual and policy paradigm of neo-liberalism has been fatally weakened and will in due course be replaced. The implications of the crisis for politico-cultural identities and our sense of ourselves as members of an ordered society are explored""--"
86,Hitler at home /,"""At the height of the Third Reich, media outlets around the world showcased Hitler's homes to audiences eager for behind-the-scenes stories. After the war, fascination with Hitler's domestic life continued as soldiers and journalists searched his dwellings for insights into his psychology. The book's rich illustrations, many previously unpublished, offer readers a rare glimpse into the decisions involved in the making of Hitler's homes and into the sheer power of the propaganda that influenced how the world saw him."" -- Publisher's description."
86,Hitler's charisma :,"Acclaimed historian and documentary filmmaker Laurence Rees examines the nature of Hitler's appeal and reveals the role his supposed ""charisma"" played in his success."
