DDC,Title,description
065,Abstract art in the late twentieth century /,"These essays on abstract painting by eleven of its most incisive critics trace the development of such critical issues as hard-edge painting, deductive and serial structure, monochrome abstraction, the psychological analogy, regionalism, and the ""death of painting"" in Postmodernism. The introduction and commentary by Frances Colpitt situates the essays historically and examines their philosophical sources and influences, from formalism and phenomenology to structuralism and poststructuralism. What emerges is a coherent and optimistic picture of abstract painting--the definitive contribution of modern art."
065,Abstract expressionism /,
065,Bloomberg by Bloomberg /,"The remarkable story of how Michael Bloomberg created a media empire ""Lots of entrepreneurs make money. Lots of entrepreneurs who make money write books. Few of those books make you glad they did. This one does."" -The New York Times Book Review ""A classic tale of a nimble, customer-focused, entrepreneurial David outsmarting bureaucratic, ossified, corporate Goliaths."" -Business Week ""Entertaining, engaging, and informative, Bloomberg by Bloomberg is packed with great advice about how to start a lean, hungry company-and how to keep it that way."" -Bryan Burrough, coauthor, Barbarians at the Gate Brash, aggressive, and supremely self-confident, Michael Bloomberg, the visionary leader of the world's fastest-growing media empire, has been hailed as the new standard for what it takes to win in the Information Age. Dismissed from Salomon Brothers in 1981, Bloomberg immediately took his money and acerbic personality and started Bloomberg L.P. Bolstered by a $30 million investment from Merrill Lynch, the company and the man have been sprinting ahead of the pack ever since. Only twenty years after founding, he's at the top of his industry. And on June 5, 2001, he added mayoral candidate for New York City to his list of accomplishments and aspirations. If elected, powerhouse Michael Bloomberg will bring his own brand of leadership-and personal style-to the city that never sleeps."
065,Branch line empires :,"The Pennsylvania and the New York Central railroads helped to develop Central Pennsylvania as the largest source of bituminous coal for the nation. By the late 19th century, the two lines were among America's largest businesses and would soon become legendary archrivals. The PRR first arrived in the 1860s. Within a few years, it was sourcing as much as four million tons of coal annually from Centre County and the Moshannon Valley and would continue do so for a quarter-century. The New York Central, through its Beech Creek Railroad affiliate, invaded the region in the 1880s, first seeking a dependable, long-term source of coal to fuel its locomotives but soon aggressively attempting to break its rival's lock on transporting the area's immense wealth of mineral and forest products. Beginning around 1900, the two companies transitioned from an era of growth and competition to a time when each tacitly recognized the other's domain and sought to achieve maximum operating efficiencies by adopting new technology such as air brakes, automatic couplers, all-steel cars, and diesel locomotives. Over the next few decades, each line began to face common problems in the form of competition from other forms of transportation and government regulation; in 1968 the two businesses merged. Branch Line Empires offers a thorough and captivating analysis of how a changing world turned competition into cooperation between two railroad industry titans."
065,Brazil on the rise :,
065,Business persons :,
065,The Cambridge companion to Nelson Mandela /,"""Nelson Mandela is one of the most revered figures of our time. He committed himself to a compelling political cause, suffered a long prison sentence, and led his violent and divided country to a peaceful democratic transition. His legacy, however, is not uncontested: his decision to embark on an armed struggle in the 1960s, his solitary talks with apartheid officials in the 1980s, and the economic policies adopted during his presidency still spark intense debate. The essays in this Companion, written by experts in history, anthropology, jurisprudence, cinema, literature, and visual studies, address these and other issues. They examine how Mandela became the icon he is today and consider the meanings and uses of his internationally recognizable image. Their overarching concerns include Mandela's relation to ""tradition"" and ""modernity,"" the impact of his most famous public performances, the oscillation between Africanist and non-racial positions in South Africa, and the politics of gender and national sentiment. The volume concludes with a meditation on Mandela's legacy in the twenty-first century and a detailed guide to further reading"""
065,Civil obedience :,"Since the fall of General Augusto Pinochet's dictatorship (1973-1990), Chilean society has shied away from the taboo subject of civilian complicity, preferring to pursue convictions of military perpetrators. But the torture, murders, deportations, and disappearances of tens of thousands of people in Chile were not carried out by the military alone; it required a vast civilian network of support. Some actively participated in the regime's massive violations of human rights for personal gain or from a sense of patriotic duty. Others supported Pinochet's neoliberal economic program while ignoring the crimes of that era. Michael J. Lazzara boldly argues that today's Chile is a product of both complicity and complacency. Combining historical analysis with deft literary, political, and cultural critique, he scrutinizes the post-Pinochet rationalizations made by politicians, artists, intellectuals, bystanders, former revolutionaries-turned-neoliberals, and common citizens. He looks beyond victims and perpetrators to unveil the ambiguous, ethically vexed realms of memory and experience that authoritarian regimes inevitably generate."
065,Comparative company law :,
065,Country of my skull :,"Ever since Nelson Mandela dramatically walked out of prison in 1990 after twenty-seven years behind bars, South Africa has been undergoing a radical transformation. In one of the most miraculous events of the century, the oppressive system of apartheid was dismantled. Repressive laws mandating separation of the races were thrown out. The country, which had been carved into a crazy quilt that reserved the most prosperous areas for whites and the most desolate and backward for blacks, was reunited. The dreaded and dangerous security force, which for years had systematically tortured, spied upon, and harassed people of color and their white supporters, was dismantled. But how could this country--one of spectacular beauty and promise--come to terms with its ugly past? How could its people, whom the oppressive white government had pitted against one another, live side by side as friends and neighbors?To begin the healing process, Nelson Mandela created the Truth and Reconciliation Commission, headed by the renowned cleric Archbishop Desmond Tutu. Established in 1995, the commission faced the awesome task of hearing the testimony of the victims of apartheid as well as the oppressors. Amnesty was granted to those who offered a full confession of any crimes associated with apartheid. Since the commission began its work, it has been the central player in a drama that has riveted the country. In this book, Antjie Krog, a South African journalist and poet who has covered the work of the commission, recounts the drama, the horrors, the wrenching personal stories of the victims and their families. Through the testimonies of victims of abuse and violence, from the appearance of Winnie Mandela to former South African president P. W. Botha's extraordinary courthouse press conference, this award-winning poet leads us on an amazing journey.Country of My Skull captures the complexity of the Truth Commission's work. The narrative is often traumatic, vivid, and provocative. Krog's powerful prose lures the reader actively and inventively through a mosaic of insights, impressions, and secret themes. This compelling tale is Antjie Krog's profound literary account of the mending of a country that was in colossal need of change."
065,Dazzled by color,"""The love of color was always at the center of Reinhard Ernst's activities as a collector over the past thirty years. This fascination can be seen impressively in 160 works by 134 artists from Europe, Japan, and the United States who were born between 1880 and 1977. A particular area of focus lies on the works of Hubert Berke and Helen Frankenthaler, Japanese artists from the Gutai group, and the continuation of the accents of art informel in contemporary art. This lavishly illustrated publication arouses curiosity regarding the presentation of the collection in the museum building in Wiesbaden designed by the Japanese star architect Fumihiko Maki, which is planned for 2021. With artworks by: Franz Ackermann, Willi Baumeister, Katharina Grosse, Robert Motherwell, Jackson Pollock, Emil Schumacher, Kazuo Shiraga, Pierre Soulages, Frank Stella, Atsuko Tanaka, Antoni Tapies, Emilio Vedova, Inoue Yuichi and many more.""--from the Publisher"
065,Disconnected :,
065,E-learning and virtual science centers /,"""The book provides an overview of the state-of-the-art developments in the new and emerging field of science education, called virtual science centers""--Provided by publisher."
065,Enterprise and social rights /,
065,Fundamentals of permanent establishments /,
065,The great telecoms swindle :,
065,How to find information in science and technology /,
065,In the Last Moments :,
065,The information revolution :,
065,Inside Mathforum.org :,"The internet has dramatically transformed social space and time for many people in many different contexts. This dramatic warping of the social fabric has happened slowly over time as digital technologies have evolved and internet speeds have increased. While we are all aware of these changes, the impact is often little understood. There are few monographs about social groups made possible by the internet, and even fewer about educational communities made possible through digital technologies. 'Inside Mathforum.org' details the ways that digital media are used to enhance the practices that teachers and students of mathematics engage in. The book also shows how different kinds of mathematical conversations and interactions become possible through the digital media. Unlike many other educational uses of digital media, the Math Forum's community has provided online resources and sustained support for teachers and students, and it leads the way in showing the power of digital media for education."
065,The Internet for molecular biologists :,
